cluster,expected_roi_mean,expected_roi_std,roi_standard_deviation_mean,roi_standard_deviation_std,sharpe_ratio_mean,sharpe_ratio_std,win_loss_ratio_mean,win_loss_ratio_std,max_trade_proportion_mean,max_trade_proportion_std,unique_tokens_traded_mean,unique_tokens_traded_std,total_trades_mean,total_trades_std,wallet_count,percentage
-1,0.17491158284938124,13.865724353424547,1.2882852165482668,57.09789714401704,-0.7764503486929688,20.974488594582745,0.6050967136731776,1.2564493416414173,0.12658526425786779,0.10657797154172322,42.05597903763697,63.979770012981575,114.33825631252978,169.7306291180647,4198,85.63851489188087
0,0.001744023216442474,0.006398825491180077,0.007626594404633499,0.017081958106442103,0.2826350174620921,0.32463598071643796,1.2675953052109181,1.2239509760602625,0.1667603413460968,0.11441149352341112,10.43424317617866,22.993456101529336,43.87096774193548,57.919469104092784,403,8.221134230926152
1,-0.82418901315,0.0716349360488408,0.0972969866,0.03124852326111502,-9.0561492045,3.6447811745989673,0.0,0.0,0.3828974264,0.04107801420212515,7.0,1.4142135623730951,13.0,0.0,2,0.04079967360261118
2,-0.03752382531652813,0.022553521782538895,0.58405792275625,0.08219514651993813,-0.06460192008490626,0.03911567592921891,0.8724733124999999,0.2801521354680677,0.14004176047309375,0.09584427678209043,49.21875,84.39757463836688,114.0,183.33470185217476,32,0.6527947776417788
3,-0.16427050953445693,0.0466552456087839,0.362786002052809,0.06611676615602995,-0.4622488323677903,0.13537512149348913,0.48515063295880156,0.0526664015889013,0.07384085434959176,0.07328871276777799,76.29962546816479,77.62431286154883,190.08988764044943,198.68435543052826,267,5.4467564259485926
