,1
EXPECTED_ROI,1816374021.30213
ROI_STANDARD_DEVIATION,7706222325.94306
SHARPE_RATIO,0.235704146
WIN_LOSS_RATIO,0.2777777778
MAX_TRADE_PROPORTION,0.03533781865
ROI_RANGE,32694732384.3147
IQR_ROI,0.1376166204
UNIQUE_TOKENS_TRADED,62.0
