CLUSTER,EXPECTED_ROI,ROI_STANDARD_DEVIATION,SHARPE_RATIO,WIN_LOSS_RATIO,MAX_TRADE_PROPORTION,ROI_RANGE,IQR_ROI,UNIQUE_TOKENS_TRADED
0,-0.011439221866534588,-0.011439221866534578,-1.519296187113661e-06,-1.4901043265231304e-05,7.94059977919816e-05,-0.011439221866534533,5.0222688619034985e-05,1.7698393416712164e-05
1,87.41853350405731,87.41853350405725,0.011610461462065364,0.11387377264146512,-0.6068206351242883,87.41853350405692,-0.3838017864276346,-0.13525112249232207
