CLUSTER,EXPECTED_ROI,ROI_STANDARD_DEVIATION,SHARPE_RATIO,WIN_LOSS_RATIO,MAX_TRADE_PROPORTION,ROI_RANGE,IQR_ROI,UNIQUE_TOKENS_TRADED
0,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,0.7071067811865475,0.7071067811865475
1,0.7071067811865475,0.7071067811865475,0.7071067811865476,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,-0.7071067811865475
