IS_CHURNED,WALLET_COUNT,AVG_LOSS_RATIO,AVG_WIN_RATE,AVG_TOTAL_PNL
true,4501,0.729267267718,0.26742637525,-0.3503656301
false,5499,0.748591434079,0.248318491544,-1.061718137
﻿
