TOTAL_WALLETS,MEAN_PNL,MEDIAN_PNL,STDDEV_PNL,MIN_PNL,MAX_PNL,P1,P5,P10,P25,P75,P90,P95,P99,LOSS_WALLETS,BREAKEVEN_WALLETS,PROFIT_WALLETS
10000,-3.5095,-0.2081,39.5289,-1483.6384,900.4126,-92.107,-14.9209,-5.8275,-1.2885,0,1.0296,3.3078,32.1304,7669,0,2331
﻿
