WALLET_ADDRESS,UNIQUE_TOKENS,TOTAL_PNL,TOTAL_TRADES,PNL_CATEGORY,TOKEN_COUNT_CATEGORY
4iJbFNVLRe6EX8JrnMj9VVbpAnA34xPfpNichVYcQSFS,5,0.00335247,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
6BvVa3kS9Pb5Zq3SrsRHVMb2D1mJ9B6egaZgqbsZ7CHo,5,-0.114078225,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
FFUegiJzJCki4ineJhSrdd2zSe1PGZ6A3St3f6zydWbD,5,0.000444052,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
5ByKZieLAy1xXBTGd6Gch4xBbjpgaSzv35FSu6Xusq3H,5,-0.044754643,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
8K8sAxAioKnjZLrK4SjBmFWfpogWS78dbb3pu6rBdiPJ,5,-3.342644682,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
6k96FErur1Yq895NaoenjmohkBnBNQhxPAEc9Vhw556H,5,-0.011273483,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
G7GVLDB17ehbuQYFcLmkfwoZbpawntdBXgnHf4oTApfh,5,0.520893039,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
FFqVbuvc6SN2WojDTaPVGWPNzQpTCMzUia1g7J6dafBh,5,-6.34985766,5,LARGE LOSS (-10 to -5 SOL),VERY LOW (≤10)
C1iLkpt27bY2HDa3tbHmfhjT9CzVCR1yTpKvEUZ4BGH3,5,0.028509781,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
QcGm8QAxxB8mNXd1cmsBQzNikUjXYVZzmJomdQuGxqW,5,-0.436107662,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
6DvzeRmf6n9wN8wMmMGfowk4oatPtGQKfo1sCZvuekGe,5,0.112783425,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
FGBrUnJePdxZ5PrAG1rvp7c1Scv6ki92KnDNFt45t2Z3,5,0.521933202,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
4Eq5pMrQkDYKKB48Rxa95FuXMhbM2Cq7gRUTPyvejX3s,5,0.011583383,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
ErV6rGYNueenKovLJnqTWCy4EDpJo5265YHazzkQvsEq,5,-1.211676686,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
FHoMGV5rc8RR3s3hJ99PJJtJeFS6hWWjuZkq4XZftkTq,5,-10.904844386,5,EXTREME LOSS (< -10 SOL),VERY LOW (≤10)
6aDHT1LUanCyWg2EoqWn27GVFKhVb8FkpuHpKg96kuWG,5,-0.193508027,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
5byxAsc1Xf7MpGDVnpmTiY4UrfJuRpcD7hKgHnorvDQH,5,-0.153284938,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
4rSzVNRsYyvrUptUaJy4je9mkKRe6zgivWFodMoXbQEp,5,-0.005559838,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
r9VXszNupoo5Mnu9bfYuNjdyZB2Ume54wvA7nkKHtgB,5,2.470267702,5,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
7HZtKYDVxnGnVKM6RVCKV68DNg9ueow5RHyHyV1TRCw6,5,-0.000377653,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
9d1W7yFT2JCjayNG8m48PL7FrNYN3m2BsSRhmzKNoheC,5,-0.061560702,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
4LVYTf67sh8EzrkMcEjRk7V5kKLC7AjnMJVdNff9QbuS,5,0.004548506,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
CnrXexrp8GKDZjgiDryCzPReHBDM2nHH6wuooX5LcBQs,5,-0.725021367,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
CUwHSTMS6cHbNBiBHJearZQ52y5N5qAxwXEQkTXDjNfd,5,18.408671108,5,EXTREME PROFIT (> 10 SOL),VERY LOW (≤10)
FRSJjPMrjhoAxYgodt2Gcm1ajakDNVHaT9WSdZvARXxT,5,-1.612267298,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
6qvfHdC1kxmmaS2BihTD7sTH6SUS3Rks1qrWpPLQHZLf,5,-0.824415388,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
F5BSwE7HGtoGmHEjA4zH4e2fbXymjmby1xqwsdS7r4dL,5,-0.009593239,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
AUMXtZq8n6PVGB9pYG1R8bZLvLNHWSKn3apGEWvB5Mm7,5,-0.113966764,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
BGTjLWkoZ2Hmjp9J2LMo3WH5wVvQUAuJ7GgpYq2xR949,5,-0.004543205,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
6p3UsaPsvxHsEReYv5Gn2nKbTXn7QKo3LenYXFaSPM7x,5,-0.03777019,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
4j9wLh8yaTpDosZepu5cjjMFsW1Zm2C6LjMJ19vQoHxc,5,-0.075004,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
DcTBXpLSrexH3VgeDgj2gvVLFDtbY5CfzCEvkneo3t15,5,-0.193685955,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
RpSydwTJaVd8h7vJnN4FugKKogzaJVy4J2XEMUPEeHv,5,-0.022766865,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
7JvU66jRJ72pdpMz4dSvUtZPdmTeAfGnQrSpgWWDkNAs,5,-2.041534528,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
An8UaKi1eB82EobHRMRuh6kBQ7EapRKqv8zeFm4F7i6g,5,-0.49786941,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
BS46wmTDaxdZbpYDSZyJsb2SX6d6cHXSXKtFoxWfWZZw,5,0.017965118,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
Dm6H8VzwoHFRJUWzLTfvSpdCp7bbu8GSM4CM7PMeBoTk,5,1.517663996,5,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
ESTtBKg1kRVySvRnJxuEpoaDuwmyZg4jAP7qVAyh5djw,5,-1.101413105,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
97cXeQ2Hm2zWSYquPpB3uDRnhJ8yEH1aEiLdj3xGSv8z,5,-0.098206221,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
4GXndA5nQo3dQ3grrYYdVf79Y8DkrCC1eYrGm5vKX8Mz,5,-0.049186984,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
GA4Z5wdWWoJQVQi6goLzNmr23FduVWCzvYFjwiG4vsbN,5,0.158468629,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
8N37Ud8f41HPAhNSvPqvDC4fFL173aZpW5Yks9WGs8JL,5,4.201483982,5,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
4d2Phq33QZ5mQG5aGe4C9t8JtCLKv2MUqTHLMteC21kB,5,0.005226773,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
6rFZx6asLE9DAoSCquuHLUDM8XJauN77ipeG7SAqbLfQ,5,-0.225908206,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
6Gdzj3g9WwVEHhrmYHz99Ghjb7Kj6W9mPjf2f4RV3dbA,5,0.376393403,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
Ad7zhj5JPNnseSiZHQRP2e3q4p7ACUaSKEMSFB1AmfyK,5,-0.169734552,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
CAeCsybd71uV8ZxzqwVizmKnmA2NJDZ6X3FyjdWWtcha,5,0.254940121,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
2dDY14oFUrurYPkMtPHNKsKhScPKTvQpWnxHEaDDKLoP,5,0.023644454,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
HXLbwnUU8JF1PvKdyWFspKnbgntnEuu3kse8yniKeaPh,5,-0.551062087,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
ARGmmcC5rEkCdMvdXN9wJb6hW4E9SCo2eYLEB8T9ddt3,5,-0.031395797,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
5as2jniwsqA7WSXTwBgv8rFfuygfmVCNyd2djSNNxUVH,5,-0.000550441,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
CDmq32dC96S6wudubhX1EoRxSVpCW4Xt2pYVtZbLZ868,5,-3.29653639,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
5MWZRiaiYVECPi8ucZxDJrazf9ZHiroVdGcUgCoHTBjB,5,-0.170159772,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
aT9touZQVmjMRRDSuLrDS7M6uSZ72DgHdbTE27y4SWq,5,-0.65992824,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
JC27iJu5PUSqH4c2NSZtmfBLHy9d8JBMXVGF4T4f3Qxu,5,-3.702598549,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
DgG5rBCm1CxC9ayK1Bs72K9i2N396HrPhjBUQcmZ7SMQ,5,0.000518253,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
47nvGDvBZxmwweMwcQTVM4MbMEWquPbsrKrSLHmRB4tz,5,-0.12385852,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
77r3jvPuwpndP3ewgvZbtEemjcrJWn6vgxSddw24k5np,5,-0.2546697,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
6xXpN2Y9dLcHAbCYiFgQg9AiJ5SX787XhHXGRqgb98fe,5,-0.081920286,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
7WSA3AbVVBZvwrub9oWCdnUJTT4nP3a3iK61NnPTozek,5,-0.266697164,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
PjHZ9q2QFko1hDnrzdVsjUns7vKesAxQPPm6jUXvdsP,5,0.047166642,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
AUyCNDfzcYt5wcGaLYtYFwy2UoiSxtPQ4VuxgWuUUeP2,5,-2.461020613,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
H4vRL814hGBJy6PmrdnL6KsFGbArMXa7SDsZ6MfPWHSH,5,0.000003478,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
4xSy894eM1TfXzTm98gkokmaCXceCsh6xhbkga6GdSqC,5,0.001088388,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
5QhkAJJM6DkGmZbtnkHbpjUHYYBS8TEidRNrz2ENAmf3,5,0.004034289,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
2njRqbf2pVS1VVkCiLP5jzfAvBH9FYZgtc8F86xhN5L8,5,-0.000861519,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
2n3dVRzM5VjkSwFhwgPu5BzTGVrnZdJVaM3gJhHNkMJs,5,-0.422083334,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
JE8JZQmBot8JKJBHyCy61GdVyh7PvSyR5ZtzRDLsmkEk,5,-0.041997596,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
2i1enTNbrqRUH6bdnVwXLRUZkeWxi9Xsk6i7UyS2c6sw,5,-1.15821298,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
boUXcchtuYqyv3DxGR3RMDm7STTtNWwfTAko53dEpxR,5,-1.04069415,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
CuQgkDLTHTTq5jZ8eEY4TFm9ZaZHMgLpVDDTDYNSM9AG,5,-3.551506905,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
4wmuBv7qQXkPuZxWTLxFKQr3hdb1dUXnZSzM8gQVAZUu,5,-0.000309474,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
DKqSge4Lw8kLTftfoiFnBDgLy7sY8Z3i1orUqZpAhxLs,5,-0.840627891,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
7x7YPZvUEHcyy2BhUhsAxyAFmVPMmKU7RjtrLTwk9YWa,5,-4.564628762,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
E6WQGK8hW3FenqK3jMDmfaZ9fkZNPUUQtxgGVuqR5iA2,5,-0.763187535,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
8i5LR5DyBW2EQgidwLG3JaYX4unzf71AfPimT3gcguAh,5,-0.451722764,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
GAwkBwUZawtiuJ2gjXJQXg8CQ6Viu68rNniRMo7GAfcm,5,6.448635994,5,LARGE PROFIT (5 to 10 SOL),VERY LOW (≤10)
G5n2pXKmxjppjJHJrcJSvSpuGg5d39x3fDWDmGguY4Me,5,0.008627143,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
HkzDveegG7HpEVPpPnMUvJ4txz7bxt1pSGPdeTAr4E98,5,0.016167602,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
3pR3LmzPtkUCcXkCXFcrwT16naruPU5D1sw5TRFdD1sR,5,-0.04782457,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
7NbDWPc19J7fDdVMLQma478cWVCLRNqsoEfivvV4X8pv,5,-1.106131302,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
HiqTyWV23jtQKW6dgPYBNWBxf1mzWmZJajzXN4mkYdcz,5,-1.103483965,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
HjYMctazCkyyff7hPjqasz4VpobpDnioqinQ5NpJ2h5B,5,-0.264724854,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
AXt4JKFHPPSAphBgBK3u7ZY2TTon2XQPSaFxNHKF2gv3,5,0.116542718,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
2HRpsb2F9nK8wFm8Mssekj5hVRCLbEgnKwNfQigWDixh,5,0.076080205,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
AitMN72pXsrYC96bHi6x793uoUWtyMiT4kCrBjJPRS1G,5,0.2651181,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
6Vh3ivSxAB95azMSsrZqeLYn214B9F3cYjDCRTZjMwBa,5,-0.008635488,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
hFYqmAPhjgcLb9gnoon8YFabdERu8W6Gw3gQGsVSTK8,5,-0.897333486,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
B7ECvtZXLw3Hf1SvkZH5JUwukehER8nVqkudB9cBhruR,5,-0.188376018,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
9a4v3E2aoi8dHsw6rsT2o6nqVWqAKpYkscMoreaAyvn6,5,-0.411469866,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
BP94hH5CQvQv2nPesJLcEq2EqNHNkdhFi4JdteNYZNAm,5,0.000061002,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
J2sBufmhYdHSo3c3eJaYRgsd43tD6Ty82rSsZfyqUshb,5,1.037317381,5,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
FdvCPCaPfLJZVsJtT8YuUkq7y7wZk8HLD77QbwHo35xB,5,-0.395760471,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
4SxY1RVsHpvArT7twJQN7DNUyh84qyDYGqidPyvBQBY1,5,-1.002111841,5,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
67ib11PeCEL7Ju9Dw5Zubrx2kBAYGPrFbF93mqnafpfC,5,3.02645212,5,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
9SYtHj2dLGHkDiy8uJyT7TKSTxohTnEXFrVTgFB6eXfq,5,-0.185152532,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
4vfKWadZhT1WiigTV8M2K1YUxkUH9VSzQe6Xd1UHjHHq,5,-0.139752139,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
kPWoJwXy2EGEMfr7a7HjgzfYr5zbdfUHttaB5CEMHb7,5,-0.379780599,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
93N17d2B2WaowxmNgNEHGsMhKffenMvuRnbT3pnFqmpk,5,0.0391222,5,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
9pGUqrBghoAM4WCN8T3iFFUozdZDhkvLc1rccx6LGcaL,5,-8.589999998e-7,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
G8NcBHr9Tu2EfB1oUgSgwgWDN6DDfjUhLngCJf8N1mxF,5,-0.040721755,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
3KFxa6dH5GsL3sdfbCtCaX8AQtabwysmDD8HqYturHtK,5,-0.104710839,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
3Sqg9oXAmWzbEEvsddWgaPJh8QwBgqChxTxo2Jp1bjTL,5,-0.006700002,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
CscxfVgs78Rph5gcwb2eGJfKTRbxy4T7tYtYiVSdDfnk,5,-0.190991215,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
5FAySykfzW529JZmb7guQFp55U52C594PgCsDMkDkNwP,5,-0.863356509,5,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
388WUC2biA1aeeunopQneMkpTURziJjqZ6n2o3BHKjWA,5,-0.014665316,5,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
8XU8zKAS9jtzA2ZjRianpi6Yi2CMh2GSiePddsJGJimQ,5,0.105090041,5,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
9gFxKKwwwCzghMHEzVUiG9aBa1DhwKMgmMiwGckELG7y,6,-0.181246146,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
GhLWCeX4djWDETrbCHpogeosovfokFrCHxzArLs3MpYX,6,3.158859734,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
EjupW9MVnHCGAXpRJazsjUNUaozYwDsWWi5wHL1KbUG8,6,-0.078127509,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
AhtWzgHVbg96rsuuTxSWzFtN6W5CfZ2dtT5ggQkW31nf,6,-0.301755412,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
4RYPY8HdPgsfXpQGNjUAYLRQbNXW4UvdfmkZJhKyWdCB,6,-2.48222706,6,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
2KSEE9BToBQhFNBirp7vPa8Do1rXnxTC6U4H2YDSMBmu,6,-0.003197936,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
3HU7nNS5tRohiQUnZsLz5V2bbc9cghqqdAt944L1iSGm,6,1.534558251,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
GXmrwjtJRtjKi8DbRrqrR4gQB8nhf9sVXcx4AEtMzXgH,6,-0.019520304,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
Ga2SoYzH4SqD3VsM3Vz4Mnq98vsk2k5i13ptexoWupxi,6,0.07635478,6,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
GbmvLtQE8JJc1go7Fnnu3i5m3ZM9KC6uZSyk1pyPRNwm,6,-0.030281067,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
6GQ7MZUgBaA7J1LKp8bNFiMaAJWGBsL9puu5j6RKnxHe,6,-4.671817414,6,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
4wVA58ZoaQJvbLbbMWDk2VJV63qF3FvRpX18pcrS6Qzd,6,-0.220936415,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
2qcuDYnQJp2dCx6aGANQwd1dvrAfj3WYqmwkcWyR2VBq,6,-0.18050061,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
6EJLzJDmG9GEpJrcxboj1xhW5CHREu1fxMkPfh62iX95,6,-2.539238269,6,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
9MdtXM5hGVuKPpchfKcM8VyBtTN9XawAyA8QZSpRKVqz,6,8.811791801,6,LARGE PROFIT (5 to 10 SOL),VERY LOW (≤10)
FcY7FM5KyRTh8i7x4kx5GqyTRLD4iTmcRuoMnwiRLdfR,6,-8.626375232,6,LARGE LOSS (-10 to -5 SOL),VERY LOW (≤10)
5NgW6VD3TmihKonGJPfPRL8ep2jjR6pRNy9CcG5YRepx,6,0.108296942,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
FTjhCyJJKvxci1d5hnS3kwEaeF7BkxSNzJLUNWKw48hk,6,11.715964027,6,EXTREME PROFIT (> 10 SOL),VERY LOW (≤10)
F3wK4sWGJLG4KUXxME4Wu4nr51KJUZky3nJJrsavnW3U,6,1.023551638,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
68jB3PQj6RtoobcdDJP29u4CZJMhR5WF4TqSWp3TbAbC,6,-0.026023428,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
FgAsjP7bYC9HxHCqtRNetYrC1YDNXZPMAosnEvcnK452,6,0.001134742,6,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
E6974Zz2thkcAJpSti9BRiV5tviFioittjY21WPX5FCw,6,-0.013791088,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
3wzrQb1SJ3Ux7L21rDnQ783ZN82xLaLngSwAnUC77Zp1,6,-0.650294804,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
3A3Ef2iQtdSfgEMe9PxfEP4T8FTWzdokgPWVxXMUZxho,6,-0.146208952,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
7WF6sL2yBs6SoVCtNpvCuXD2F8jR7o7axMzbgUAZNK2R,6,1.502234518,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
HoF2DCvitLhGNPadNXwJAYPhFy6oJCdNLkse7sYFnPeJ,6,0.217239959,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
AXvGZ1X5TGgKmHid8BUqA3FSnWG9TyuNbetuHhYHyg6J,6,0.000961235,6,MINIMAL PROFIT (0 to 0.1 SOL),VERY LOW (≤10)
EzC3Ci9xSPhY7d83ySrDMN1YFjpAXjogecqaeUkVaNXA,6,-0.012747512,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
Cepez6HXKVfdPeinY26PmbTXiQPAEkbkMcdLPjpFnxUa,6,-0.130815614,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
7PzbYKYNquM46GaNmzTXaLjCRqeD24UCTS2exXHbVWC5,6,3.806701623,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
3gHvGQfyNWgjtXLpDrpT8GSYtFgcn4YDx88J11cwMDas,6,-0.907785667,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
EkDmGLFLBBBMhVbUsHxqAEJBzY4YuSuf2cbS4iNG5XWS,6,-0.144513729,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
BKYBV1jEVmD34bfV4p3iwqeATACYvaUVWR7KLDjt53sL,6,-1.031015209,6,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
GMfHGYxZiZoYJFhRqbEZ8TNWfPPtKCn4cuSnuhNcUWHP,6,2.264614172,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
3MSSyXeLzyvgfc5HV2pmn6KuXiR94cHVYAu3422EsaMn,6,-0.037755827,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
6N1GuT6tQh6hrM1LP8dDW4g89dicwrBogWdnycrS4EsU,6,-0.005888952,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
9hq3NvupofebSFr3gbidetPheAPyAysQLRHZC3svZfAB,6,-0.079485728,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
3aothteWk6fndawi8X4x81mD6zMzepEPqy7zXwepFy6T,6,-0.022046554,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
283JWnbTinVc6c4RYaR2TM2GzLuCnAiUyVjmnTSbbvLL,6,0.506849319,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
4ozpYPjshVGmeyTz2vhD9S5857YicPLWDrt5PPADVjyA,6,-2.572465834,6,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
6SjKPnCMJjQgREkq4K3FWeEfDhQ6UnUiu71eL54UPors,6,1.711542542,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
DqyBbuB2PUqCXiNSHGVCJkPYmZopoBfQBwQ2SPGa2c2,6,2.92288108,6,MEDIUM PROFIT (1 to 5 SOL),VERY LOW (≤10)
4h6J4oVHqRbacwmFeDkULnjNUWSD2GAD1WQnmGsydUu9,6,0.147537975,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
A5LNFfZvYLCSq7YdmuYZkVdvr7otVex9fLirUPt3sbYy,6,-4.950056035,6,MEDIUM LOSS (-5 to -1 SOL),VERY LOW (≤10)
AWVr6pdH8ZyvhpWPCbqSa8tSTUNmB4D5Bh5Fdyxfpb4J,6,-0.067294697,6,MINIMAL LOSS (-0.1 to 0 SOL),VERY LOW (≤10)
5FYfuJZZRLU96U28TP1XrrNPLcuzYgSs9GDamD3memFX,6,-0.132921382,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
HEzhLY5bQ9B4n2TF1aGqGNRXrbRX8my7Bc1b17Kj3kk7,6,-0.294205877,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
4FKBEjBTqbcJWgTC8UjaQYggwmCWzRc4q6iFP675Hea6,6,0.125056895,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
J4gMqcf7hqST4MKmJeoDhx4GcqFJypsjxUhPMt8LtgYd,6,-0.25079081,6,SMALL LOSS (-1 to -0.1 SOL),VERY LOW (≤10)
8uGtWs7aRFF9CjBfWZ64tEVBrtf5986wmhM1LP1LG3Si,6,0.758740181,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
5LwkJMSRkqq1TLcQV4DQnaUN66xdNUQP6Xx65pokxtph,6,0.124828032,6,SMALL PROFIT (0.1 to 1 SOL),VERY LOW (≤10)
