USER_GROUP,TOTAL_PNL,WALLET_COUNT
active,-10.115880493,1
active,-10.056169697,1
active,-10.037420853,1
active,-10.031847718,1
active,-9.967729568,1
active,-9.939981721,1
active,-9.923457471,1
active,-9.754922203,1
active,-9.715263631,1
active,-9.668392615,1
active,-9.604353404,1
active,-9.601575836,1
active,-9.560474912,1
active,-9.553842652,1
active,-9.467238499,1
active,-9.460473228,1
active,-9.452904566,1
active,-9.438394788,1
active,-9.418836407,1
active,-9.360977098,1
active,-9.270420725,1
active,-9.266208757,1
active,-9.248554087,1
active,-9.22698635,1
active,-9.16871716,1
active,-9.159788142,1
active,-9.092295399,1
active,-9.083265385,1
active,-9.066525202,1
active,-9.049604234,1
active,-9.02853021,1
active,-8.976861988,1
active,-8.935405644,1
active,-8.90561089,1
active,-8.790393767,1
active,-8.721255862,1
active,-8.697893954,1
active,-8.696257957,1
active,-8.647329903,1
active,-8.64072131,1
active,-8.635663836,1
active,-8.496738436,1
active,-8.45431125,1
active,-8.449070975,1
active,-8.427524008,1
active,-8.425031774,1
active,-8.393702615,1
active,-8.332485734,1
active,-8.319934317,1
active,-8.29068176,1
active,-8.196553137,1
active,-8.154659042,1
active,-8.135435137,1
active,-8.106458546,1
active,-8.091272778,1
active,-8.090936256,1
active,-8.074807253,1
active,-8.059291052,1
active,-7.953479753,1
active,-7.921241171,1
active,-7.879082048,1
active,-7.858044285,1
active,-7.855324973,1
active,-7.855306207,1
active,-7.854513398,1
active,-7.847046842,1
active,-7.76406206,1
active,-7.763572695,1
active,-7.732601243,1
active,-7.696339092,1
active,-7.664070083,1
active,-7.644450282,1
active,-7.628661214,1
active,-7.626162103,1
active,-7.61787503,1
active,-7.615869676,1
active,-7.56890514,1
active,-7.514000915,1
active,-7.425626484,1
active,-7.423600224,1
active,-7.404223533,1
active,-7.297373072,1
active,-7.296058101,1
active,-7.223732326,1
active,-7.218035949,1
active,-7.19092731,1
active,-7.188997169,1
active,-7.17857732,1
active,-7.143886962,1
active,-7.125751323,1
active,-7.113306253,1
active,-7.109223938,1
active,-7.09613358,1
active,-7.088581547,1
active,-7.084333104,1
active,-7.082550069,1
active,-7.048448516,1
active,-7.030403742,1
active,-7.009093051,1
active,-6.958564509,1
active,-6.9315888,1
active,-6.927534991,1
active,-6.90194172,1
active,-6.890263448,1
active,-6.890088877,1
active,-6.856728896,1
active,-6.825456839,1
active,-6.708541883,1
active,-6.680107397,1
active,-6.640903371,1
active,-6.639118647,1
active,-6.562807282,1
active,-6.519871711,1
active,-6.506693965,1
active,-6.478760385,1
active,-6.434510313,1
active,-6.423205934,1
active,-6.411829024,1
active,-6.337426983,1
active,-6.294630628,1
active,-6.268909307,1
active,-6.268389476,1
active,-6.255952701,1
active,-6.238458245,1
active,-6.205541544,1
active,-6.204854173,1
active,-6.202588723,1
active,-6.192363441,1
active,-6.186213013,1
active,-6.168034136,1
active,-6.16766652,1
active,-6.111429545,1
active,-6.107339595,1
active,-6.066952476,1
active,-6.051924036,1
active,-6.051041773,1
active,-6.012265478,1
active,-6.004256642,1
active,-5.975482037,1
active,-5.966776942,1
active,-5.960499614,1
active,-5.933975105,1
active,-5.930132119,1
active,-5.9278369,1
active,-5.905023973,1
active,-5.898410915,1
active,-5.87351968,1
active,-5.867985106,1
active,-5.806881892,1
active,-5.803679321,1
active,-5.781979622,1
active,-5.779622116,1
active,-5.766760545,1
active,-5.757612205,1
active,-5.756250532,1
active,-5.752511573,1
active,-5.745559066,1
active,-5.73619246,1
active,-5.711264915,1
active,-5.695025719,1
active,-5.681308836,1
active,-5.679331365,1
active,-5.679178418,1
active,-5.667284181,1
active,-5.658406761,1
active,-5.644311073,1
active,-5.61405876,1
active,-5.602122726,1
active,-5.581512838,1
active,-5.573845516,1
active,-5.543041843,1
active,-5.542644919,1
active,-5.530332737,1
active,-5.520401625,1
active,-5.483911479,1
active,-5.427794485,1
active,-5.376990309,1
active,-5.359220411,1
active,-5.352622132,1
active,-5.344208395,1
active,-5.340400207,1
active,-5.337759019,1
active,-5.302594913,1
active,-5.296202721,1
active,-5.268955343,1
active,-5.257051688,1
active,-5.248492056,1
active,-5.24173455,1
active,-5.233122325,1
active,-5.22708313,1
active,-5.202407653,1
active,-5.158163116,1
active,-5.119636794,1
active,-5.108412816,1
active,-5.077466004,1
active,-5.064590024,1
active,-5.033476279,1
active,-5.026173714,1
active,-5.021362131,1
active,-5.012409473,1
active,-4.976214897,1
active,-4.974602502,1
active,-4.96234389,1
active,-4.96151324,1
active,-4.953714186,1
active,-4.949127523,1
active,-4.936816436,1
active,-4.93553048,1
active,-4.918350285,1
active,-4.918114339,1
active,-4.914816468,1
active,-4.911722227,1
active,-4.869762257,1
active,-4.858722899,1
active,-4.854630548,1
active,-4.815686027,1
active,-4.815392332,1
active,-4.789996793,1
active,-4.785380718,1
active,-4.776150056,1
active,-4.766964579,1
active,-4.761679769,1
active,-4.760031906,1
active,-4.745580135,1
active,-4.739797261,1
active,-4.719854521,1
active,-4.71583987,1
active,-4.705523635,1
active,-4.687516817,1
active,-4.677712284,1
active,-4.667913818,1
active,-4.653600667,1
active,-4.642633589,1
active,-4.609851409,1
active,-4.539333907,1
active,-4.531308354,1
active,-4.523906832,1
active,-4.506804883,1
active,-4.49008034,1
active,-4.469174789,1
active,-4.468472981,1
active,-4.467606649,1
active,-4.444734978,1
active,-4.443134461,1
active,-4.418097787,1
active,-4.415270215,1
active,-4.410121395,1
active,-4.404767231,1
active,-4.397070243,1
active,-4.395205816,1
active,-4.391723366,1
active,-4.385085039,1
active,-4.359873791,1
active,-4.359054509,1
active,-4.351701854,1
active,-4.347044188,1
active,-4.335663353,1
active,-4.324296702,1
active,-4.319661853,1
active,-4.317003331,1
active,-4.3002825,1
active,-4.289141688,1
active,-4.282323536,1
active,-4.269304662,1
active,-4.258549131,1
active,-4.168130559,1
active,-4.164377982,1
active,-4.142672144,1
active,-4.136192943,1
active,-4.13298258,1
active,-4.131271358,1
active,-4.112336198,1
active,-4.110843042,1
active,-4.097510584,1
active,-4.097269955,1
active,-4.07925883,1
active,-4.077576232,1
active,-4.06252286,1
active,-4.052346903,1
active,-4.045730488,1
active,-4.044204392,1
active,-4.037772064,1
active,-4.02877284,1
active,-4.013939577,1
active,-4.003447633,1
active,-3.989098148,1
active,-3.983959392,1
active,-3.982102755,1
active,-3.981887781,1
active,-3.974815582,1
active,-3.971876995,1
active,-3.963903966,1
active,-3.956138013,1
active,-3.955755532,1
active,-3.951047762,1
active,-3.95039614,1
active,-3.945096394,1
active,-3.925391898,1
active,-3.907639906,1
active,-3.90072321,1
active,-3.892006713,1
active,-3.89025304,1
active,-3.879945951,1
active,-3.874211623,1
active,-3.86912888,1
active,-3.859603812,1
active,-3.84503315,1
active,-3.837533186,1
active,-3.80507253,1
active,-3.770588006,1
active,-3.763325516,1
active,-3.729438736,1
active,-3.722669069,1
active,-3.71688862,1
active,-3.714167362,1
active,-3.679063547,1
active,-3.65961777,1
active,-3.644182658,1
active,-3.632390808,1
active,-3.593018007,1
active,-3.58326114,1
active,-3.578627195,1
active,-3.568262599,1
active,-3.550771224,1
active,-3.526027526,1
active,-3.525688924,1
active,-3.525069286,1
active,-3.519974939,1
active,-3.517772911,1
active,-3.504765773,1
active,-3.501695541,1
active,-3.494324087,1
active,-3.491849549,1
active,-3.485294449,1
active,-3.48278113,1
active,-3.461328731,1
active,-3.46071826,1
active,-3.429544901,1
active,-3.424315833,1
active,-3.414064528,1
active,-3.402472319,1
active,-3.402187898,1
active,-3.398182441,1
active,-3.397845425,1
active,-3.376620575,1
active,-3.371125778,1
active,-3.336738321,1
active,-3.313726892,1
active,-3.308591192,1
active,-3.298226624,1
active,-3.2892164,1
active,-3.283794229,1
active,-3.277676811,1
active,-3.277507038,1
active,-3.275432882,1
active,-3.273373646,1
active,-3.269528755,1
active,-3.265331404,1
active,-3.247068581,1
active,-3.241620527,1
active,-3.235031996,1
active,-3.218649916,1
active,-3.203197969,1
active,-3.192598618,1
active,-3.181940922,1
active,-3.162702871,1
active,-3.153341174,1
active,-3.150729566,1
active,-3.123069822,1
active,-3.122812892,1
active,-3.122807741,1
active,-3.117537442,1
active,-3.105553321,1
active,-3.098664286,1
active,-3.096735084,1
active,-3.09510532,1
active,-3.091411415,1
active,-3.087518206,1
active,-3.087046593,1
active,-3.085333937,1
active,-3.062883937,1
active,-3.050037384,1
active,-3.048941154,1
active,-3.039730195,1
active,-3.038637167,1
active,-3.038011215,1
active,-3.037203877,1
active,-3.002996405,1
active,-3.001388517,1
active,-2.986212477,1
active,-2.980552353,1
active,-2.973201483,1
active,-2.958836115,1
active,-2.956720092,1
active,-2.945919389,1
active,-2.942423734,1
active,-2.931850816,1
active,-2.921807874,1
active,-2.920202948,1
active,-2.918758913,1
active,-2.906482966,1
active,-2.906132695,1
active,-2.90566493,1
active,-2.898103127,1
active,-2.896890755,1
active,-2.895075818,1
active,-2.883078991,1
active,-2.881641997,1
active,-2.859675498,1
active,-2.858467471,1
active,-2.848966484,1
active,-2.846878663,1
active,-2.838481886,1
active,-2.828651437,1
active,-2.827065582,1
active,-2.820857907,1
active,-2.819833675,1
active,-2.817788251,1
active,-2.81710478,1
active,-2.810963436,1
active,-2.805945644,1
active,-2.79242366,1
active,-2.792024671,1
active,-2.756257035,1
active,-2.754211584,1
active,-2.752236807,1
active,-2.750789681,1
active,-2.746524354,1
active,-2.739422247,1
active,-2.727073017,1
active,-2.724556253,1
active,-2.711278304,1
active,-2.708399991,1
active,-2.701973375,1
active,-2.701763754,1
active,-2.69580608,1
active,-2.674049073,1
active,-2.672172054,1
active,-2.670656041,1
active,-2.6694586,1
active,-2.664855541,1
active,-2.662214637,1
active,-2.632968511,1
active,-2.626275687,1
active,-2.623978238,1
active,-2.583513939,1
active,-2.577415252,1
active,-2.572716395,1
active,-2.564237717,1
active,-2.563166169,1
active,-2.562656048,1
active,-2.562233197,1
active,-2.53549007,1
active,-2.524984937,1
active,-2.501772514,1
active,-2.488164263,1
active,-2.465078879,1
active,-2.463108962,1
active,-2.461563136,1
active,-2.460247767,1
active,-2.459233507,1
active,-2.450544219,1
active,-2.439114959,1
active,-2.433205703,1
active,-2.43299621,1
active,-2.432675631,1
active,-2.418579262,1
active,-2.41648492,1
active,-2.415257566,1
active,-2.411959095,1
active,-2.406280632,1
active,-2.400132068,1
active,-2.39650824,1
active,-2.394113039,1
active,-2.386633644,1
active,-2.371935575,1
active,-2.363835663,1
active,-2.362797906,1
active,-2.357051321,1
active,-2.354347311,1
active,-2.340605318,1
active,-2.340459246,1
active,-2.32931137,1
active,-2.323952449,1
active,-2.321089954,1
active,-2.287510716,1
active,-2.285488104,1
active,-2.282472166,1
active,-2.281832415,1
active,-2.275890186,1
active,-2.270349611,1
active,-2.265530721,1
active,-2.255101641,1
active,-2.253818223,1
active,-2.249286678,1
active,-2.247131947,1
active,-2.2430867,1
active,-2.239556527,1
active,-2.233035484,1
active,-2.224284201,1
active,-2.221155099,1
active,-2.217065566,1
active,-2.202314078,1
active,-2.198360325,1
active,-2.196575529,1
active,-2.196260842,1
active,-2.191056986,1
active,-2.185439226,1
active,-2.181477698,1
active,-2.17996841,1
active,-2.179753759,1
active,-2.179242651,1
active,-2.173143186,1
active,-2.169827565,1
active,-2.167576723,1
active,-2.160192435,1
active,-2.156559858,1
active,-2.152241152,1
active,-2.149141597,1
active,-2.144081277,1
active,-2.142995353,1
active,-2.135627641,1
active,-2.134827719,1
active,-2.119097996,1
active,-2.118108278,1
active,-2.116059126,1
active,-2.114938647,1
active,-2.109546731,1
active,-2.104958821,1
active,-2.087209234,1
active,-2.08643243,1
active,-2.083370408,1
active,-2.082528903,1
active,-2.075257386,1
active,-2.069246703,1
active,-2.064535182,1
active,-2.058593019,1
active,-2.058201803,1
active,-2.055127227,1
active,-2.049059366,1
active,-2.04840952,1
active,-2.046805188,1
active,-2.040672839,1
active,-2.031678002,1
active,-2.028742344,1
active,-2.020048923,1
active,-2.01720989,1
active,-2.016846614,1
active,-2.016253688,1
active,-2.009415821,1
active,-2.000812168,1
active,-1.998281951,1
active,-1.997660971,1
active,-1.997122481,1
active,-1.985547289,1
active,-1.978209427,1
active,-1.955661134,1
active,-1.955451428,1
active,-1.954367665,1
active,-1.947953564,1
active,-1.947534474,1
active,-1.943927788,1
active,-1.942437961,1
active,-1.932042573,1
active,-1.930330617,1
active,-1.929656583,1
active,-1.927188385,1
active,-1.927159954,1
active,-1.925990432,1
active,-1.915280409,1
active,-1.90063449,1
active,-1.900299711,1
active,-1.897668841,1
active,-1.894933056,1
active,-1.893097696,1
active,-1.887999539,1
active,-1.88583759,1
active,-1.881188143,1
active,-1.878788725,1
active,-1.877602813,1
active,-1.86626248,1
active,-1.865462169,1
active,-1.86401922,1
active,-1.85949223,1
active,-1.849701761,1
active,-1.846456446,1
active,-1.8393199,1
active,-1.831519548,1
active,-1.830673244,1
active,-1.830338997,1
active,-1.822220282,1
active,-1.816946427,1
active,-1.81043362,1
active,-1.79909856,1
active,-1.798489004,1
active,-1.796527805,1
active,-1.786000332,1
active,-1.783233893,1
active,-1.776037778,1
active,-1.770196126,1
active,-1.759562739,1
active,-1.755389808,1
active,-1.75363491,1
active,-1.749713629,1
active,-1.746145204,1
active,-1.744946843,1
active,-1.734048,1
active,-1.73357904,1
active,-1.728630147,1
active,-1.720718051,1
active,-1.71513694,1
active,-1.702825182,1
active,-1.701201165,1
active,-1.698120951,1
active,-1.690376415,1
active,-1.689157324,1
active,-1.683620608,1
active,-1.682357064,1
active,-1.677664743,1
active,-1.674633209,1
active,-1.665709074,1
active,-1.664561248,1
active,-1.663845207,1
active,-1.661476656,1
active,-1.659206018,1
active,-1.654767554,1
active,-1.650823577,1
active,-1.649629627,1
active,-1.64854065,1
active,-1.646483002,1
active,-1.646346123,1
active,-1.643427582,1
active,-1.639829745,1
active,-1.63543713,1
active,-1.627227257,1
active,-1.624070015,1
active,-1.622599544,1
active,-1.621298709,1
active,-1.619996948,1
active,-1.606430378,1
active,-1.600355379,1
active,-1.597006681,1
active,-1.579083922,1
active,-1.578046482,1
active,-1.575512882,1
active,-1.571384717,1
active,-1.562602551,1
active,-1.559048777,1
active,-1.555791964,1
active,-1.554452872,1
active,-1.551547502,1
active,-1.549735723,1
active,-1.541294182,1
active,-1.541242048,1
active,-1.541056504,1
active,-1.537296717,1
active,-1.535118185,1
active,-1.534846042,1
active,-1.525240333,1
active,-1.52397804,1
active,-1.522438589,1
active,-1.520684298,1
active,-1.513669449,1
active,-1.511893252,1
active,-1.510119273,1
active,-1.509931281,1
active,-1.506334515,1
active,-1.499750761,1
active,-1.498663931,1
active,-1.496959527,1
active,-1.495376249,1
active,-1.491319035,1
active,-1.489270955,1
active,-1.487541167,1
active,-1.484938148,1
active,-1.482491514,1
active,-1.48076553,1
active,-1.472686869,1
active,-1.47028485,1
active,-1.469421817,1
active,-1.467020196,1
active,-1.460176989,1
active,-1.46000028,1
active,-1.452048503,1
active,-1.450261764,1
active,-1.438765575,1
active,-1.433769584,1
active,-1.428799665,1
active,-1.428790436,1
active,-1.427679737,1
active,-1.419032939,1
active,-1.418512874,1
active,-1.4166841,1
active,-1.414052019,1
active,-1.412913608,1
active,-1.397555238,1
active,-1.394341707,1
active,-1.391735488,1
active,-1.385339426,1
active,-1.370305415,1
active,-1.357369197,1
active,-1.347224597,1
active,-1.340000062,1
active,-1.333749891,1
active,-1.33320986,1
active,-1.326005515,1
active,-1.323400246,1
active,-1.320551358,1
active,-1.314621241,1
active,-1.304705466,1
active,-1.303758316,1
active,-1.303115713,1
active,-1.302322578,1
active,-1.301233552,1
active,-1.300487592,1
active,-1.290797273,1
active,-1.288929887,1
active,-1.287679135,1
active,-1.28541896,1
active,-1.285310855,1
active,-1.283937437,1
active,-1.276289388,1
active,-1.271427487,1
active,-1.270700565,1
active,-1.268179767,1
active,-1.268088088,1
active,-1.266058468,1
active,-1.264264021,1
active,-1.262827393,1
active,-1.259175825,1
active,-1.254221911,1
active,-1.253473769,1
active,-1.250486609,1
active,-1.250460562,1
active,-1.246150475,1
active,-1.238872352,1
active,-1.233434442,1
active,-1.22243665,1
active,-1.218181466,1
active,-1.217822289,1
active,-1.217467933,1
active,-1.215049379,1
active,-1.21183734,1
active,-1.2116356,1
active,-1.210052366,1
active,-1.206807472,1
active,-1.205289979,1
active,-1.201905633,1
active,-1.198761328,1
active,-1.196836846,1
active,-1.194171938,1
active,-1.193223628,1
active,-1.187656676,1
active,-1.18693214,1
active,-1.186383434,1
active,-1.183761902,1
active,-1.181557973,1
active,-1.177777488,1
active,-1.174555621,1
active,-1.173666364,1
active,-1.166131025,1
active,-1.164327824,1
active,-1.161317564,1
active,-1.157721707,1
active,-1.156370096,1
active,-1.153725811,1
active,-1.151688011,1
active,-1.15121195,1
active,-1.144745157,1
active,-1.138660524,1
active,-1.13828128,1
active,-1.13775085,1
active,-1.13101015,1
active,-1.130425795,1
active,-1.129585185,1
active,-1.12545503,1
active,-1.124081159,1
active,-1.122228161,1
active,-1.11566249,1
active,-1.113588422,1
active,-1.110331651,1
active,-1.109800093,1
active,-1.108004142,1
active,-1.107622543,1
active,-1.104011528,1
active,-1.103100248,1
active,-1.102356911,1
active,-1.101730554,1
active,-1.098239873,1
active,-1.094999111,1
active,-1.089879044,1
active,-1.081981082,1
active,-1.080422832,1
active,-1.079201976,1
active,-1.068692487,1
active,-1.06861771,1
active,-1.066206321,1
active,-1.065459353,1
active,-1.055379661,1
active,-1.052956097,1
active,-1.052906663,1
active,-1.050861304,1
active,-1.04896948,1
active,-1.046359289,1
active,-1.044983398,1
active,-1.044105062,1
active,-1.039890375,1
active,-1.036441999,1
active,-1.03419242,1
active,-1.026222341,1
active,-1.017615275,1
active,-1.016292891,1
active,-1.012483714,1
active,-1.011888437,1
active,-1.011468858,1
active,-1.008224996,1
active,-1.001982901,1
active,-1.001823955,1
active,-1.001027124,1
active,-1.000908172,1
active,-1.000841877,1
active,-1.000517046,1
active,-1.000343386,1
active,-1.000000206,1
active,-1.000000202,1
active,-0.996476818,1
active,-0.996464626,1
active,-0.994196461,1
active,-0.993617311,1
active,-0.992929317,1
active,-0.991330916,1
active,-0.990982046,1
active,-0.989047454,1
active,-0.986171711,1
active,-0.985290005,1
active,-0.984061206,1
active,-0.978575596,1
active,-0.977876916,1
active,-0.975890832,1
active,-0.975787904,1
active,-0.973999444,1
active,-0.968837195,1
active,-0.967417201,1
active,-0.966010582,1
active,-0.957626357,1
active,-0.956292189,1
active,-0.955005528,1
active,-0.951949644,1
active,-0.950483486,1
active,-0.949044429,1
active,-0.948519548,1
active,-0.947660659,1
active,-0.947345111,1
active,-0.946350866,1
active,-0.945547706,1
active,-0.936107686,1
active,-0.935564677,1
active,-0.931320089,1
active,-0.929021951,1
active,-0.926967609,1
active,-0.925255719,1
active,-0.924513849,1
active,-0.922619504,1
active,-0.919674864,1
active,-0.919593657,1
active,-0.918363774,1
active,-0.917516754,1
active,-0.914676991,1
active,-0.914607246,1
active,-0.910278123,1
active,-0.908886411,1
active,-0.902478072,1
active,-0.899994672,1
active,-0.896032936,1
active,-0.890113822,1
active,-0.888887684,1
active,-0.888187057,1
active,-0.886166339,1
active,-0.885654157,1
active,-0.885025179,1
active,-0.883809736,1
active,-0.882240184,1
active,-0.880551662,1
active,-0.874072313,1
active,-0.872498161,1
active,-0.871020934,1
active,-0.866159629,1
active,-0.865709076,1
active,-0.860928243,1
active,-0.855191765,1
active,-0.851161511,1
active,-0.84917029,1
active,-0.844398651,1
active,-0.843409984,1
active,-0.84107052,1
active,-0.840063024,1
active,-0.839899083,1
active,-0.837135986,1
active,-0.835698,1
active,-0.835338004,1
active,-0.833828574,1
active,-0.832670253,1
active,-0.823185528,1
active,-0.821380004,1
active,-0.817970209,1
active,-0.817232703,1
active,-0.817062566,1
active,-0.816945166,1
active,-0.812276001,1
active,-0.80709393,1
active,-0.806119109,1
active,-0.803225229,1
