WALLET_ADDRESS,EXIT_STATUS,HAS_EXITED,EXPECTED_ROI,RISK_ADJUSTED_ROI,ROI_STD_DEV,PROB_POSITIVE_ROI,PROB_NEGATIVE_ROI,EXPECTED_ROI_CATEGORY,TOTAL_TOKEN_COUNT,VALID_ROI_TOKEN_COUNT,PRE_2025_TOKEN_COUNT,PRE_2025_TOKEN_RATIO,HOLDING_TOKEN_COUNT,FULLY_SOLD_TOKEN_COUNT,PARTIALLY_SOLD_TOKEN_COUNT,RANK_BY_EXPECTED_ROI,DATA_QUALITY_WARNING,DATA_LIMITATION_NOTE
6euKRby7PfCXFm1FYp3dGH6UDp1TV2pmT8kHSrJrf1rx,ACTIVE,0,0.0009072726523,0.3891194967,0.002331604198,0.3636363636,0.6363636364,GAIN_0_TO_10,11,11,0,0,0,10,1,281,"null","null"
FetJb2hSyEcjWBNGQxZfYLAd1mfHN3rfjUp9bx1dxzxv,ACTIVE,0,0.0008426181475,0.5030510425,0.00167501521,0.6666666667,0.3333333333,GAIN_0_TO_10,9,9,0,0,0,9,0,282,"null","null"
4NFiyc1dnjhJ6N3qse6u4GCKbtubAsAw2c6ud8bzCNt7,EXITED,1,0.0007905261091,"null",0,1,0,GAIN_0_TO_10,1,1,0,0,0,1,0,283,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
B9Ajb92N2jGzb8pEZA9XTwcK3bZhXNsPUJQNS2RTrMVu,EXITED,1,0.0007770076876,0.6324506483,0.001228566513,0.2857142857,0.4285714286,GAIN_0_TO_10,7,7,0,0,0,6,1,284,"null","null"
AVNp1tNh5ewVNJhK6U4XdnrZAyawPt4bA31hgtVtS4xq,ACTIVE,0,0.0007238886944,0.3693452007,0.001959924463,0.5,0.5,GAIN_0_TO_10,8,8,0,0,0,8,0,285,"null","null"
EURwSfUzDqdstEg7J2j5KzizppqBR4YgV7KRLa4dPXYM,ACTIVE,0,0.0007183232977,0.3550438567,0.002023195963,0.5714285714,0.4285714286,GAIN_0_TO_10,7,7,0,0,0,6,1,286,"null","null"
HQ8DMQzusDra3P2LnJgt1W1Qe4x7HxY7p2AvRpaMkW9,EXITED,1,0.0007079452988,"null",0,1,0,GAIN_0_TO_10,1,1,0,0,0,1,0,287,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
142TXLFySByWbzXGAnGMNWWy1xWh7aDYRpaq2Z4XLCVf,EXITED,1,0.0006727754757,0.02575969447,0.02611737016,0.6153846154,0.3846153846,GAIN_0_TO_10,13,13,0,0,0,13,0,288,"null","null"
BWcSfVqvt3JukdAjyC7HFbMx4yWktGSbkbovAZxc9bvb,EXITED,1,0.0006531937155,0.07182996945,0.009093609819,0.6666666667,0.3333333333,GAIN_0_TO_10,3,3,0,0,0,2,1,289,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
8aAuQTstZqEGLfkZCwX5v4Ks5ZaT9eFjFD8EZBqgcnzt,ACTIVE,0,0.0006437412142,0.4788363912,0.001344386571,0.5,0.5,GAIN_0_TO_10,14,14,0,0,0,14,0,290,"null","null"
F7x4ZPboGFehiEKkCdLrRN2KR4ufBh4jobGZZiGKyjcp,ACTIVE,0,0.0006350703245,0.2916533039,0.002177483732,0.625,0.375,GAIN_0_TO_10,8,8,0,0,0,8,0,291,"null","null"
BSwGw5k7SHgCvp3TGM965yBVDCVyKSm8Z49X6ycwnE5Z,ACTIVE,0,0.0006260941045,0.4084067567,0.001533016029,0.25,0.75,GAIN_0_TO_10,12,12,0,0,0,12,0,292,"null","null"
H29RsCp2ooLtXEbvg8Fmk9NC7yED78VceiPCosSyFErn,EXITED,1,0.0005748006353,0.2323670492,0.002473675322,0.4666666667,0.5333333333,GAIN_0_TO_10,15,15,0,0,0,15,0,293,"null","null"
tee9B3xycdSCpTZGiHYGPepPQB4vmxZJ2fmayjbubjd,ACTIVE,0,0.0005694617402,0.4904030264,0.001161211717,0.6363636364,0.3636363636,GAIN_0_TO_10,11,11,0,0,0,10,1,294,"null","null"
6GK2BSc1vXMCJMTgerhYxcuPRjHyyuyQNYCMN98xH38H,ACTIVE,0,0.0005445666498,0.324014615,0.001680685453,0.4,0.6,GAIN_0_TO_10,10,10,0,0,0,10,0,295,"null","null"
FFCj8gDFUzur2H2K8yGRKz3AYsHqBTBwC9np9g21kPni,ACTIVE,0,0.0005409964275,0.2847023479,0.001900217654,0.5,0.25,GAIN_0_TO_10,4,4,0,0,1,3,0,296,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
FtRPCBZ4UWfdHR8WRxbHfmAnCmKMaBKApqQD8a42bCUF,ACTIVE,0,0.0005183188034,0.5051004929,0.001026169664,0.5555555556,0.4444444444,GAIN_0_TO_10,9,9,0,0,0,8,1,297,"null","null"
CVAy948H7vYYy4KQh1Aibmmy5JHwvWMsJ4bDD3wgY6xT,EXITED,1,0.0004774436841,0.6243630464,0.000764689209,0.5,0.5,GAIN_0_TO_10,18,18,0,0,0,18,0,298,"null","null"
5ULqV4CCtTBLg5JTHdEEP92NxAtY1JpkVZKsNmpB6EN,ACTIVE,0,0.0004617573867,0.198693089,0.002323973063,0.4285714286,0.5714285714,GAIN_0_TO_10,14,14,0,0,0,13,1,299,"null","null"
5aCZDrH8jF1pksFy2Weue7HcMW7tGY6Tsh2KvdJ9f5AW,ACTIVE,0,0.0004532425758,0.195644901,0.002316659281,0.4444444444,0.5555555556,GAIN_0_TO_10,9,9,0,0,0,9,0,300,"null","null"
7c38KQFhzH3Y8cPz8KWJpCSCbnwhG52fcRdz7W3W4vMw,ACTIVE,0,0.0004469679215,0.3583734607,0.001247212672,0.4545454545,0.5454545455,GAIN_0_TO_10,11,11,0,0,0,11,0,301,"null","null"
kmBzrnsmH2S4UnMxqDquT98RyMskoysLdDnLEra6dgk,ACTIVE,0,0.0004330259307,0.3011351584,0.001437978657,0.5,0.5,GAIN_0_TO_10,10,10,0,0,0,9,1,302,"null","null"
8hhF3xY7EiBHgB9SNVkEaWFcJPTqp9NYGwjv7Qf61nxF,EXITED,1,0.0004267377952,0.3170728987,0.001345866509,0.3636363636,0.6363636364,GAIN_0_TO_10,11,11,0,0,0,11,0,303,"null","null"
637zLHHEyNMxZWhq1Fo3haQAQKWzDooZH5Hzm2FLN8We,ACTIVE,0,0.0003621300554,0.1889563328,0.001916474828,0.5555555556,0.4444444444,GAIN_0_TO_10,9,9,0,0,0,9,0,304,"null","null"
6kDnV8dyjf1QEgWnje6VzkUuMKF85EMv69jJZgvMEDaX,ACTIVE,0,0.0003424265784,0.2278686093,0.001502736948,0.4285714286,0.5714285714,GAIN_0_TO_10,7,7,0,0,0,7,0,305,"null","null"
DthPeQjZsp8QE4ge4QEKToKKKbJVrrHgjq8VME1k3Hme,ACTIVE,0,0.0003420958702,0.4273803477,0.0008004482939,0.25,0.75,GAIN_0_TO_10,4,4,0,0,0,4,0,306,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
3V7WG5N7BqBa3nKKvRGLD8iCP8bx4rvMTdvWqNnsfA8Z,ACTIVE,0,0.0003391126847,0.9049899431,0.0003747143129,0.5714285714,0.4285714286,GAIN_0_TO_10,7,7,0,0,0,7,0,307,"null","null"
2V9qTQDyjrLboJDfhk1cC2opoy5fd1xAewRfsgge8bLw,ACTIVE,0,0.0003219239075,"null",0,1,0,GAIN_0_TO_10,1,1,0,0,0,1,0,308,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
2GLB3zQBxhJNhMZiDJkjzJNzxLxCaJAPBveiJZb7VY9y,EXITED,1,0.0003129176068,0.3492405207,0.0008959945604,0.2307692308,0.7692307692,GAIN_0_TO_10,13,13,0,0,0,13,0,309,"null","null"
EC8oKFxh8W6ZEmHVc7Chs1oyeti77kCQ95xvdiD6dpjb,ACTIVE,0,0.0002979329166,0.2445893725,0.001218094284,0.4,0.6,GAIN_0_TO_10,10,10,0,0,0,10,0,310,"null","null"
63cdh6WgQfyNRKN2atrMNMBNpatkGP8K1P5zZDkJ75WJ,ACTIVE,0,0.0002919501172,0.7880130273,0.0003704889476,0.4,0.6,GAIN_0_TO_10,5,5,0,0,0,5,0,311,"null","null"
Ee3Q2BcWgbLPtFDpsNoGzRfWFgFdkRzpk9NueJkKr1Af,ACTIVE,0,0.0002739932524,0.004239353254,0.06463090854,0.4166666667,0.5833333333,GAIN_0_TO_10,12,12,0,0,1,11,0,312,"null","null"
7eF6MuAF13RBMvYXACeGnJpAbbfeqeJMuVRHoJbaEnYW,ACTIVE,0,0.0002573361383,0.5253529361,0.000489834777,0.3076923077,0.6923076923,GAIN_0_TO_10,13,13,0,0,0,13,0,313,"null","null"
DKr3qCAY42QJJxB76xiLt59WxFPi96RvfCd7RuvDKy6c,ACTIVE,0,0.0002542139773,0.2993202072,0.0008493044279,0.2857142857,0.7142857143,GAIN_0_TO_10,7,7,0,0,0,7,0,314,"null","null"
7fTHAq9UHBcPeDeBsghH3ay8omDXr3RvqQmfx97tEA7G,ACTIVE,0,0.0002449656718,0.1732663479,0.001413809864,0.4444444444,0.5555555556,GAIN_0_TO_10,9,9,0,0,0,9,0,315,"null","null"
F2e6A7XkS7w36zfZ4XSM2gYoBjiVcPxBphcxH2feLYJK,EXITED,1,0.0002263001012,0.4081904105,0.0005543983772,0.1428571429,0.8571428571,GAIN_0_TO_10,7,7,0,0,0,7,0,316,"null","null"
AQyogC5dmjhn2Q5D713YjbpzUszZAeFjoaxjiUNsmaqB,EXITED,1,0.0002206724756,0.2225964226,0.0009913567929,0.2666666667,0.7333333333,GAIN_0_TO_10,15,15,0,0,0,15,0,317,"null","null"
DahtZ2UhLB7wUj35eZxKmaxZZrQmfLEwL4s4GK6u717A,ACTIVE,0,0.0002174055031,0.9998628828,0.0002174353172,0.5,0.5,GAIN_0_TO_10,4,4,0,0,0,4,0,318,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
AgRHyy4PVEYiFs66E3wjJj5KQDfxKLBt9vyDbspnzABh,ACTIVE,0,0.0002052879897,1.731718473,0.0001185458219,0.75,0.25,GAIN_0_TO_10,4,4,0,0,0,4,0,319,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
9kTwxfNmTAkjZMxGbk2TCp4DrWNWCn3mVin9znLcp18e,EXITED,1,0.0002047612309,0.1426083536,0.001435829149,0.3125,0.6875,GAIN_0_TO_10,16,16,0,0,0,16,0,320,"null","null"
8ZFg2NsTnhbwHMBazwNFAh8c6S1UYhcSCY6dQ2QxacP5,ACTIVE,0,0.0001883940129,0.1832454374,0.00102809661,0.3333333333,0.6666666667,GAIN_0_TO_10,9,9,0,0,0,9,0,321,"null","null"
9kpxTnVHghe269dcFnVNYJBmeiYs7GR9mX5LnDUwv93f,ACTIVE,0,0.0001837702545,0.7558035311,0.0002431455357,0.3636363636,0.6363636364,GAIN_0_TO_10,11,11,0,0,0,11,0,322,"null","null"
AWKycDg6wUvjvUsY7ee2Fjy4CAYiJHKRvLYb9EyjCA9Q,ACTIVE,0,0.0001702399514,0.1145971792,0.001485550976,0.3636363636,0.6363636364,GAIN_0_TO_10,11,11,0,0,0,11,0,323,"null","null"
4GS7a8t93mkQfuxooTtYhBiQhdBCVXcQcoggFJheD9z5,EXITED,1,0.0001701567932,0.9984591209,0.0001704193889,0.5,0.5,GAIN_0_TO_10,2,2,0,0,0,2,0,324,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
Cr8BUMh7CHKTFQ1pdTUbvvrSN1V8c9E4yyPGKHp8Z48g,EXITED,1,0.0001337632024,0.2356507713,0.0005676332043,0.05263157895,0.9473684211,GAIN_0_TO_10,19,19,0,0,0,19,0,325,"null","null"
2Q5DARTNzqQgo6dX7QHa8QVqrHWNJMFxS1kUJtqvYWLB,ACTIVE,0,0.0001335344099,0.4999253564,0.0002671086957,0.2,0.8,GAIN_0_TO_10,5,5,0,0,0,5,0,326,"null","null"
2wPjqhVSNPicd7RasFwyjSvvXp3qnCHUB5j32cmtGwqT,ACTIVE,0,0.0001251463928,2.344485236,0.00005337904919,0.8461538462,0.1538461538,GAIN_0_TO_10,13,13,0,0,0,2,11,327,"null","null"
AvigVv13Evdr2TDeK6a9BAQudV83zH6og44vXcNsU7eQ,ACTIVE,0,0.0001238002304,0.0424312698,0.00291766499,0.4444444444,0.5555555556,GAIN_0_TO_10,9,9,0,0,0,8,1,328,"null","null"
2VKv6ChB6tc89QQ1N7PhJwd25nXXjzebJeCGww3Ymdtp,EXITED,1,0.0001167386128,0.002761460814,0.04227422394,0.375,0.625,GAIN_0_TO_10,8,8,0,0,0,8,0,329,"null","null"
B14jkbyXXAbwW3XNgExbYKwdX6i7GbUeZFaQjJtQV42Q,ACTIVE,0,0.0001091274639,0.1089593461,0.00100154294,0.25,0.625,GAIN_0_TO_10,8,8,0,0,1,7,0,330,"null","null"
BEJaiexAWoevYNgpVZpEV3cbWakSerxY4chE5Swnu6ST,ACTIVE,0,0.00009799079646,0.05642615629,0.001736620087,0.6666666667,0.3333333333,GAIN_0_TO_10,9,9,0,0,0,9,0,331,"null","null"
8zUDsMaP76gi7BbVWB85yQgMSY6QCa6nWdSjuUJA7F1z,ACTIVE,0,0.00007642496479,0.03640076568,0.00209954278,0.2222222222,0.7777777778,GAIN_0_TO_10,9,9,0,0,0,9,0,332,"null","null"
6PaQywA74aHyWWLGEFGZKpfhCgWnFgCFuYkzTXzbgiwL,EXITED,1,0.00007263640208,0.1593225988,0.0004559077157,0.375,0.625,GAIN_0_TO_10,8,8,0,0,0,8,0,333,"null","null"
4pgFZM7GZC5oS7Lcn5P6QoNXN8HNxx9cQg3tUnQhLgm5,ACTIVE,0,0.00007213099821,0.7742719493,0.00009315977194,0.375,0.625,GAIN_0_TO_10,8,8,0,0,0,8,0,334,"null","null"
Bfd6AGZ62LpmmBquYp8f65gsxjhSHrgqqbvSx2QVw6tj,EXITED,1,0.00006682489888,0.02051326532,0.00325764318,0.2142857143,0.7857142857,GAIN_0_TO_10,14,14,0,0,0,14,0,335,"null","null"
2AmbDyq4vmhJ61eP49tw9C3RP8MvrBgy7DwZTR8RBWzC,ACTIVE,0,0.00005325425535,0.1288087,0.0004134367891,0.5,0.5,GAIN_0_TO_10,8,8,0,0,0,8,0,336,"null","null"
4Qjv5gALaiPsLX8iSkvCtEVGog76jNFsK36N4p5vBxmx,ACTIVE,0,0.00004349328487,1.580472017,0.00002751917428,0.7142857143,0.2857142857,GAIN_0_TO_10,7,7,0,0,0,2,5,337,"null","null"
3TS1viPYmwguWTf8hYWbhDMkJdD7yHMB4z2Ke48nx4Gf,ACTIVE,0,0.000027753056,0.0115022384,0.002412839574,0.5,0.5,GAIN_0_TO_10,6,6,0,0,0,6,0,338,"null","null"
3JWGhW5LiK1XDEm5gwiuiX3MsL4hC5piKQkN7hF9quVE,ACTIVE,0,0.000001121698315,0.005341766733,0.0002099863904,0.25,0.75,GAIN_0_TO_10,4,4,0,0,0,4,0,339,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
8GsfqMPBPgqh56MC7zoKEjF8JQwZoDDgzBdqY1u6CLd4,EXITED,1,0.000001112059493,"null",0,1,0,GAIN_0_TO_10,1,1,0,0,0,0,1,340,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
4hLbGycJ2XxfrmKmVHn6zETzYhkA4reT8GW5LrPBBvL4,EXITED,1,-1.978320454e-8,"null",0,0,1,LOSS_0_TO_10,6,6,0,0,0,6,0,341,"null","null"
461S1F5PP5MAs9MQLMUwkGDjWeeMEM7PY8SUQMsJZVue,ACTIVE,0,-0.000002944811772,-0.003327619804,0.0008849604056,0.4285714286,0.5714285714,LOSS_0_TO_10,7,7,0,0,0,6,1,342,"null","null"
HPpUxjRLaLpbTVmMxKEHKjyfhdPhDFHer11FPzt8AvbL,EXITED,1,-0.000008264798379,-0.08648373098,0.00009556477601,0.2222222222,0.7777777778,LOSS_0_TO_10,9,9,0,0,0,8,1,343,"null","null"
DRQdVMptj6TvVKx24oitS6YcTBxNsoLLmDq6RHmpjth8,ACTIVE,0,-0.00001386674144,-2.465528345,0.000005624247421,0.09090909091,0.9090909091,LOSS_0_TO_10,11,11,0,0,0,11,0,344,"null","null"
AZeJmMJBa56CBEfj4UaWxXR5vGeTkwTDAFneChViMBB4,ACTIVE,0,-0.000015654647,-0.0110768892,0.001413271066,0.3333333333,0.6666666667,LOSS_0_TO_10,6,6,0,0,0,6,0,345,"null","null"
5gFxPfCa6HYZ5aAUFhCe93qg7AsG7Xh4cXNPvoyeFS1Z,ACTIVE,0,-0.0000251927511,-0.2434652074,0.0001034757753,0.2,0.8,LOSS_0_TO_10,5,5,0,0,0,5,0,346,"null","null"
36HRbygxxKBisxezANo4CSZYaV4k4Km34XZfAJhT7mzY,ACTIVE,0,-0.00002808095871,-0.0238645838,0.001176679172,0.2857142857,0.7142857143,LOSS_0_TO_10,7,7,0,0,0,7,0,347,"null","null"
CaFFj69XRYJ3eg5izJ8u3Z297awFWiemUNjnNzLdrtm2,ACTIVE,0,-0.00003659432577,-0.02604500788,0.001405041839,0.3636363636,0.6363636364,LOSS_0_TO_10,11,11,0,0,0,11,0,348,"null","null"
FmGTqiKJQKoULTazefZ7waG7A1GuZSFZGrbnmntUew5Z,ACTIVE,0,-0.00008804715147,-0.9628596032,0.00009144339546,0.1818181818,0.7272727273,LOSS_0_TO_10,11,11,0,0,1,10,0,349,"null","null"
EMDv8Pg215Q9U2DsU1sp9DmWGbUjdWV9gRmo73meoMy4,EXITED,1,-0.0001103202782,-0.3278456233,0.0003365006892,0.2222222222,0.7777777778,LOSS_0_TO_10,9,9,0,0,0,9,0,350,"null","null"
2ExR8qkoU7dQZFv7MuVDEbdSDba9yWGjkLMAGnJH1oWK,ACTIVE,0,-0.0001431800568,-3,0.0000477266856,0,0.9,LOSS_0_TO_10,10,10,0,0,1,9,0,351,"null","null"
839eMh7TpdcS1Mto8u1kELz9jC7v4FgX1aVqJh2h5SEv,ACTIVE,0,-0.0001492319797,-0.2689324408,0.0005549050878,0.2,0.8,LOSS_0_TO_10,5,5,0,0,0,5,0,352,"null","null"
HZNxSnKSXSGpaqjLYhajBBkNke2QHH6XBYbe6FfRLLRd,EXITED,1,-0.0001574603872,-0.3296148443,0.0004777102424,0.7142857143,0.2857142857,LOSS_0_TO_10,7,7,0,0,0,7,0,353,"null","null"
H7bFCVp3282WmaAqbsBKt2Z3cM4crE8WgN91LNAwWfB,ACTIVE,0,-0.0002461399284,-0.1297636556,0.001896832571,0.4166666667,0.5833333333,LOSS_0_TO_10,12,12,0,0,0,12,0,354,"null","null"
DzeFJa2CCzDKj8m125WQdkATZpqt5SJJSMn3Ga6dJ7ZF,ACTIVE,0,-0.0002759258627,-0.1702515506,0.001620695152,0.5,0.5,LOSS_0_TO_10,10,10,0,0,0,10,0,355,"null","null"
BMCTPEGPM9Ea8eK4U897bziiiX1kYNi8eL5hcUebHWEb,EXITED,1,-0.0002932557823,"null",0,0,1,LOSS_0_TO_10,10,10,0,0,0,10,0,356,"null","null"
E6EYN1S7CUkBRMdqBVNd9bjDB5G4yH5HNjmC3MENVLHk,ACTIVE,0,-0.0002979473328,-0.3071386491,0.0009700743743,0.5714285714,0.4285714286,LOSS_0_TO_10,7,7,0,0,0,6,1,357,"null","null"
CQUn8C9c8jPDhXXMGmPhwF5a5VTLtBtrh2pghRiwHTc4,ACTIVE,0,-0.0003102479184,-0.7636097377,0.0004062912023,0.125,0.875,LOSS_0_TO_10,8,8,0,0,0,8,0,358,"null","null"
HGa2UWMwn6PsZ8wAWV56E2zejYAAPHDydZgnb7z8mZ27,ACTIVE,0,-0.0003659634617,-0.8049401696,0.0004546467868,0.125,0.875,LOSS_0_TO_10,8,8,0,0,0,8,0,359,"null","null"
jyTw4Y7GgKxi6S3WppogXdYmYqPkrxfaQxitNRHx6Ha,ACTIVE,0,-0.0005025093859,-0.2687562706,0.00186975874,0.3846153846,0.5384615385,LOSS_0_TO_10,13,13,0,0,1,12,0,360,"null","null"
4vGLe8aVhDsDjPK6APJ3H79pMptBJJNq5XvSd6hhLkKE,ACTIVE,0,-0.0005989481023,-0.4823863239,0.001241635744,0.2222222222,0.7777777778,LOSS_0_TO_10,9,9,0,0,0,9,0,361,"null","null"
AhU7Ei1NELoucXs3K1x6DzZoWX49njmjbwMsrC7m2FY7,ACTIVE,0,-0.0006197575763,-0.6827373237,0.0009077540582,0.2857142857,0.7142857143,LOSS_0_TO_10,7,7,0,0,0,7,0,362,"null","null"
6BUQriv623fkwXME5xTJ5V1Fx2VRDW6dPZF2u9HqHB4z,ACTIVE,0,-0.0007228995404,-0.6286628545,0.001149900197,0.1666666667,0.8333333333,LOSS_0_TO_10,6,6,0,0,0,6,0,363,"null","null"
AAYDvUiqMuhzXoHFikSX8Mgf7ieZUZq3uBKHiLbFpP1,ACTIVE,0,-0.0008271499721,-0.5101380292,0.001621423859,0.3636363636,0.6363636364,LOSS_0_TO_10,11,11,0,0,0,11,0,364,"null","null"
127mjH7AGaui4ZBfuCbhMi8cj5mdwusjXCbcx3KZp3HU,ACTIVE,0,-0.0009516104285,-0.3879738544,0.002452769478,0.4444444444,0.5555555556,LOSS_0_TO_10,9,9,0,0,0,9,0,365,"null","null"
CUXva7C3w8P7gJp9iSWb9YZDe6NuFwQaj3m6Jh9g3K9x,EXITED,1,-0.001068115464,"null",0,0,1,LOSS_0_TO_10,6,6,0,0,0,6,0,366,"null","null"
CxKesv3G3PuwsKnjkehGDEERqtFBQwi1zs92axN5Wbpj,ACTIVE,0,-0.001106050168,-0.3694472576,0.002993797207,0.375,0.625,LOSS_0_TO_10,8,8,0,0,0,8,0,367,"null","null"
HHoSYXUUfkQoj8hz7RfZLAYVADwy4JCvr7hYYyG6De3T,ACTIVE,0,-0.001420560365,-0.8151570183,0.001742683107,0.125,0.875,LOSS_0_TO_10,8,8,0,0,0,8,0,368,"null","null"
AoxspBSofgn7PJYZP14sKor4jnUVX372EJm8fYeD963M,EXITED,1,-0.002567968261,-0.003382320595,0.7592326597,0.3913043478,0.6086956522,LOSS_0_TO_10,74,69,0,0,5,63,6,369,"null","null"
FJywem8mWz5im9UJQtCpRLcCnZjwKGWDmKLKzL7JMibT,EXITED,1,-0.00273663532,-0.03713641095,0.07369143247,0.4285714286,0.5714285714,LOSS_0_TO_10,38,7,0,0,31,7,0,370,참고: 30% 이상의 토큰에 대해 ROI를 계산할 수 없음,"null"
BtNpbi84A6u34kf6RQmfvp7xwgCoxx8AY4Yw3YcXnaeq,EXITED,1,-0.003404050244,-0.01057017201,0.3220430322,0.4175824176,0.5824175824,LOSS_0_TO_10,96,91,0,0,5,86,5,371,"null","null"
ELCxivTbjUtgAnuBNZst84XKvM8PP2vN5tGLkex1wMeg,EXITED,1,-0.004553224295,-2.828427125,0.001609807888,0,0.8888888889,LOSS_0_TO_10,13,9,0,0,4,9,0,372,참고: 30% 이상의 토큰에 대해 ROI를 계산할 수 없음,"null"
9nsm1szKchVHRPbJ37XMWSpyA3YfzWVWyinfwJC5Sg8U,ACTIVE,0,-0.004975678922,-0.03895573771,0.1277264715,0.25,0.6875,LOSS_0_TO_10,16,16,0,0,1,15,0,373,"null","null"
3bWJQk1dTcSYWkgLMCuX1y4xg6kNxppSYZLoDfh4jkPN,EXITED,1,-0.005074710368,-0.1224487787,0.04144353601,0.3461538462,0.6538461538,LOSS_0_TO_10,26,26,0,0,0,26,0,374,"null","null"
44fTk1HL48vcYkXZB9C4HqWGNW1G7rxGXWRAg93xyHVM,ACTIVE,0,-0.005407576761,-0.04448735935,0.1215531072,0.1904761905,0.7619047619,LOSS_0_TO_10,22,21,0,0,2,20,0,375,"null","null"
FfVamrqG8uJcWT44jfSuT6Ugsro9e59D6fjdH1wEwTWo,ACTIVE,0,-0.005427510802,-0.01372828849,0.3953523273,0.3404255319,0.6453900709,LOSS_0_TO_10,147,141,1,0.006802721088,7,132,8,376,"null",참고: 일부 토큰은 2025년 1월 이전에 구매되었을 수 있으며, 이는 기대 ROI 계산에서 제외됨
zXpis7EExe1AuLc5W5k2jMCzmw7vqPwhfYqJi8YFGKw,EXITED,1,-0.00632912571,-0.01494514421,0.4234904409,0.5792682927,0.4207317073,LOSS_0_TO_10,171,164,0,0,7,162,2,377,"null","null"
AXmjPFHcETaNFuLdL4vicwrG5AfK3RiwBZVKaR6PmJFE,EXITED,1,-0.006650978753,-0.01684396254,0.39485832,0.36,0.64,LOSS_0_TO_10,25,25,0,0,0,25,0,378,"null","null"
9dNwZrND1Vmu8jrJLMounDrE2EYiwvMCPMNwU8J1Zaxv,ACTIVE,0,-0.006689388484,-0.03763325333,0.1777520648,0.2222222222,0.7407407407,LOSS_0_TO_10,27,27,0,0,1,25,1,379,"null","null"
xRV5ggnC9DPcoAXvJaGk7ceBJE49pQM5NP1HY8SgUSi,ACTIVE,0,-0.007713372948,-0.0170027462,0.4536545367,0.1551724138,0.8448275862,LOSS_0_TO_10,59,58,0,0,1,58,0,380,"null","null"
5AgTCrizoZ3U7msY6aYWWdg9Mh9kgmQYTxeg6iQVqCxN,EXITED,1,-0.007719287026,-0.01434812251,0.5379997991,0.4147727273,0.5852272727,LOSS_0_TO_10,187,176,0,0,11,167,9,381,"null","null"
35VcaF31Bmj91wzkqG7CVGUZuyEa5kgamBdhVDvvrttk,ACTIVE,0,-0.00822476267,-0.08982422766,0.09156508088,0.2,0.6666666667,LOSS_0_TO_10,15,15,0,0,2,13,0,382,"null","null"
6yrcbsCXVKoA4Tc7nXipw6Bg14FFYtW8ett1RxQUJ8VE,EXITED,1,-0.008721384452,-0.02347685716,0.3714885852,0.625,0.375,LOSS_0_TO_10,17,16,0,0,1,16,0,383,"null","null"
DhfDJWZT8svasBNPJusUU3KXHAe3GX6m8QRcTAcUTJ5d,EXITED,1,-0.009343592379,-0.2434239283,0.03838403416,0.09090909091,0.9090909091,LOSS_0_TO_10,11,11,0,0,0,11,0,384,"null","null"
EkFdifaX88oJTSDxHtLnEdKbeue2eTFud9pgBV9VU5oj,ACTIVE,0,-0.009368238966,-0.1129349276,0.08295253882,0.4615384615,0.5384615385,LOSS_0_TO_10,13,13,0,0,1,12,0,385,"null","null"
49kCjfx87srX14ZkbXgHrCEiohyLDKoTQHMpDm1NPnNU,ACTIVE,0,-0.009632151468,-0.1865269717,0.05163945664,0.3846153846,0.5384615385,LOSS_0_TO_10,13,13,0,0,1,12,0,386,"null","null"
4tYReCKkJFqqbxxniYBgzkiNk5dDBGWzE89kFqvt7PX6,EXITED,1,-0.009764502786,-0.03100239261,0.314959652,0.5,0.5,LOSS_0_TO_10,10,10,0,0,0,10,0,387,"null","null"
7gbHyhY8ECC7Z5DzAQurhb2ndvF1vnXbSxPeWRPBQ678,EXITED,1,-0.0111277577,-0.03369470753,0.3302523903,0.48,0.52,LOSS_0_TO_10,25,25,0,0,0,25,0,388,"null","null"
BaXYopvFq4jeHVuZYYymrjC8WLi6Xc8A9DDJRbnncBfm,ACTIVE,0,-0.0113562385,-0.04081532284,0.2782346851,0.3762886598,0.6030927835,LOSS_0_TO_10,397,388,2,0.005037783375,8,384,5,389,"null",참고: 일부 토큰은 2025년 1월 이전에 구매되었을 수 있으며, 이는 기대 ROI 계산에서 제외됨
4p9ri1jWP8fPh8tdomgxsVCdJ1sqSKaDmrNXmnTnsUSc,ACTIVE,0,-0.01145079673,-0.04346576957,0.2634440123,0.6138211382,0.3699186992,LOSS_0_TO_10,251,246,0,0,8,242,1,390,"null","null"
HDWdJYyZn9rjA1pFKCbc62Rg2ZPDpDMQfHs6hfHNCEkn,ACTIVE,0,-0.01275117282,-0.03533750497,0.360839647,0.6666666667,0.3333333333,LOSS_0_TO_10,3,3,0,0,0,3,0,391,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
