WALLET_ADDRESS,EXIT_STATUS,HAS_EXITED,EXPECTED_ROI,RISK_ADJUSTED_ROI,ROI_STD_DEV,PROB_POSITIVE_ROI,PROB_NEGATIVE_ROI,EXPECTED_ROI_CATEGORY,TOTAL_TOKEN_COUNT,VALID_ROI_TOKEN_COUNT,PRE_2025_TOKEN_COUNT,PRE_2025_TOKEN_RATIO,HOLDING_TOKEN_COUNT,FULLY_SOLD_TOKEN_COUNT,PARTIALLY_SOLD_TOKEN_COUNT,RANK_BY_EXPECTED_ROI,DATA_QUALITY_WARNING,DATA_LIMITATION_NOTE
2pMPYeJ8pLeDMsxB59fK4TMCxUcp9HLR1DeibuB5aNMt,ACTIVE,0,0.616256818,0.3970499216,1.552089006,0.5,0.375,GAIN_50_TO_100,9,8,0,0,4,5,0,11,"null","null"
4oCaoaDeF6NXWx5fNaQVScZfBe7EDJ6UB7ZBCKM6N7fU,ACTIVE,0,0.5639046642,0.514819716,1.095343956,0.8,0,GAIN_50_TO_100,5,5,0,0,2,2,1,12,"null","null"
9Bq67yZCuwhj35HMFaKqvDpmTrCa2R4htw7FJzhtqMGq,ACTIVE,0,0.5424899105,0.4714694563,1.150636384,0.6666666667,0.3333333333,GAIN_50_TO_100,7,6,0,0,2,5,0,13,"null","null"
9poRNVdtWySvGjELAgaG7YTijzVQxzLkvzwYNZfwHRfn,EXITED,1,0.4408152532,"null",0,1,0,GAIN_25_TO_50,1,1,0,0,0,0,1,14,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
6TG3mKWHeNhTn9VTnqfuX7DzysUpxtEa5jis13X5ucrf,EXITED,1,0.4377587872,0.3043189383,1.438486838,0.4,0.6,GAIN_25_TO_50,12,10,0,0,2,9,1,15,"null","null"
AKk8ggyayQhNUXo9RCmZjEWT8eu5WWm2Ai8MqqZeecjN,EXITED,1,0.4189193099,6.891120639,0.06079117344,1,0,GAIN_25_TO_50,3,3,0,0,0,3,0,16,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
CXBTWm3wYegfUeoKHZ1LihpaaExZQCBfRurPt8Zp2f2n,EXITED,1,0.3710887441,0.4554838792,0.8147132336,0.5,0.25,GAIN_25_TO_50,5,4,0,0,1,4,0,17,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
RLnGGMPkVXiQEYKXSDw9TfPAtjvSTLvu5A3yRtTdB5p,EXITED,1,0.3691277994,0.3452907635,1.069034676,0.5,0.5,GAIN_25_TO_50,69,64,0,0,5,62,2,18,"null","null"
2ViNJ1oe9B4QVbxAqmXyyAFUkBf8J41MYJZ2wAv3WV4F,EXITED,1,0.3591881309,0.8377855506,0.4287351705,1,0,GAIN_25_TO_50,10,9,0,0,1,9,0,19,"null","null"
Gy1PvU9jyET7z7iLVzSL7jotCARD2Vverk7drpv9d7fQ,EXITED,1,0.3576373573,0.8586659943,0.4165034596,0.8333333333,0.1666666667,GAIN_25_TO_50,6,6,0,0,0,6,0,20,"null","null"
5g2cTXXMSvazHVxenLy41V7E7mX61QZy64CG7FnegcRh,EXITED,1,0.3557936579,0.4437492891,0.8017898093,0.6,0.4,GAIN_25_TO_50,10,5,0,0,5,5,0,21,참고: 30% 이상의 토큰에 대해 ROI를 계산할 수 없음,"null"
CUhT6w8BBitbUX5R4GFxit3Br4i5vqGEHwexeHaAsvBQ,EXITED,1,0.3517820151,0.2788423809,1.261580158,0.25,0.75,GAIN_25_TO_50,4,4,0,0,0,4,0,22,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
7WaS1s9Rf4pWjAKkK8A3ntVC3nSyPSJUddd822YzrwwD,ACTIVE,0,0.3412211698,0.6514233635,0.5238086149,0.7272727273,0.2727272727,GAIN_25_TO_50,26,22,0,0,4,21,1,23,"null","null"
4qpvv9aJhsvm53P2Rq3FCQ6wAGsqqzT8fTVjLACnxPje,ACTIVE,0,0.337391979,0.4745947411,0.7109054311,0.7647058824,0.2352941176,GAIN_25_TO_50,19,17,0,0,2,16,1,24,"null","null"
Acsyfhj7C3PmTFwMib6XBvCaB5FmAk1xBHxsWiw531om,ACTIVE,0,0.3320516445,0.3312192239,1.002513201,0.5818181818,0.4,GAIN_25_TO_50,55,55,0,0,1,51,3,25,"null","null"
3HQZk9AnLHLuRcNdANVDSXQiyPUirVMQvzCPRTHstP1A,EXITED,1,0.3287568591,0.7059811034,0.4656737375,0.5,0.5,GAIN_25_TO_50,4,4,0,0,0,4,0,26,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
4NH1tDPQjpvKVTpRNecvpjxRfzaouCa8q5mgEpzJQHRQ,EXITED,1,0.3201620619,0.3976962986,0.8050415933,0.4,0.6,GAIN_25_TO_50,5,5,0,0,0,5,0,27,"null","null"
AUXz1LpgWLcJcKVrYZ64tmK5y2py4JEnHZnFaDvenwr8,ACTIVE,0,0.3184792702,0.7836579667,0.4064008582,1,0,GAIN_25_TO_50,3,3,0,0,0,3,0,28,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
De6WwqvK15r4oAEnPgnjzDHEQkdSfLMLDuvf2xqLdxk9,ACTIVE,0,0.3116145427,0.5546949437,0.5617764255,0.6,0.4,GAIN_25_TO_50,5,5,0,0,0,5,0,29,"null","null"
DZHeUh4QaVDphA84VYPRwhQkSWjfLC1PB9edXJWikGmp,EXITED,1,0.2939156834,0.6627133549,0.4435034865,0.8387096774,0.1612903226,GAIN_25_TO_50,32,31,0,0,1,30,1,30,"null","null"
6thtbd4YGc4E2wZcdxDMmRNFNotae3tFgPJyPGiQzFsM,EXITED,1,0.2937530764,0.5967264319,0.492274283,0.5,0.5,GAIN_25_TO_50,6,4,0,0,2,4,0,31,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
9qYy5GxCG7dQU5N718ooomxTwwVVpTSkN8YY1GjFd3Nn,EXITED,1,0.2679741591,0.6795426358,0.3943448799,0.75,0.25,GAIN_25_TO_50,4,4,0,0,0,4,0,32,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
6uxY6K9cV8mqQZC4XTX5ob3qDqnAdRW7nhPaSfmCJehN,EXITED,1,0.2619590479,0.4463043146,0.5869516367,0.72,0.28,GAIN_25_TO_50,29,25,0,0,4,24,1,33,"null","null"
HgP4da4wefNGBYvUkavjVsrsn3iL3kv1GJnCdutFxy9z,ACTIVE,0,0.2578407297,0.3491182856,0.7385483384,0.5961538462,0.3269230769,GAIN_25_TO_50,57,52,0,0,10,47,0,34,"null","null"
D2VogMwVVH9h9ieXWYnhzTJev5Y1dbwGjkEbHMxuGY2x,EXITED,1,0.2560376472,0.2921252792,0.8764652204,0.5625,0.4375,GAIN_25_TO_50,32,32,0,0,0,32,0,35,"null","null"
Htip8hHqDp7HsAa819USi9Rmmx8Q2AKGwvM7BK4yQaWr,EXITED,1,0.2418900885,0.5685858468,0.4254240408,0.7777777778,0.2222222222,GAIN_10_TO_25,9,9,0,0,0,9,0,36,"null","null"
EvAnQJ9W7vUnZ8eqrjB2zi3LCXTFWWFiQw5sSTuf8i1K,EXITED,1,0.2418126128,0.2714085661,0.89095424,0.3333333333,0.6666666667,GAIN_10_TO_25,6,6,0,0,0,6,0,37,"null","null"
G6dWatoNDK6S2AoMSF4maGiuSsjfK7Ctnyy4TitXph75,EXITED,1,0.240020402,0.6927052777,0.3464971464,0.7142857143,0.2857142857,GAIN_10_TO_25,10,7,0,0,3,7,0,38,"null","null"
AY7G184uYqxJWnXCfvGoUARHFN3xpKVgcEfMexTFs35u,EXITED,1,0.2397470949,0.7850859735,0.305376867,1,0,GAIN_10_TO_25,19,19,0,0,0,19,0,39,"null","null"
2QwZQSNYhEqJYV8omnbW2jZ1T7s6EEFyLTZAYAhebmcc,EXITED,1,0.2263628537,0.6092406326,0.3715491739,0.5714285714,0.4285714286,GAIN_10_TO_25,14,14,0,0,0,14,0,40,"null","null"
Bxzur9eprWw8779ELdwTn1oSKBFYRtrwNGLt3x39zwDZ,EXITED,1,0.2236912968,0.2563692325,0.8725356573,0.5161290323,0.4838709677,GAIN_10_TO_25,32,31,0,0,1,31,0,41,"null","null"
DQcP9rULKFUzGwF27Jq5qPsCFAJH2Zbhm3mVciHnzx24,EXITED,1,0.2184232629,0.5833769213,0.3744119023,0.75,0.25,GAIN_10_TO_25,4,4,0,0,0,3,1,42,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
8GYUfM9gv7JXr3tZNzJ7o1fLPpyJsd928CrLcVvxgmRu,EXITED,1,0.2073996013,0.5043848874,0.4111931315,0.6,0.4,GAIN_10_TO_25,5,5,0,0,0,5,0,43,"null","null"
2tXiZ8u12Vw9LQiMJWUZd2Sr7eKVzdanA6166Nwjo6Xw,ACTIVE,0,0.2066393585,0.4336307701,0.4765329695,0.6470588235,0.3529411765,GAIN_10_TO_25,17,17,0,0,1,14,2,44,"null","null"
DeQda2x2Mbr5Ne85T3EvuEKtHRApajLBmewZaZcezxuj,EXITED,1,0.2028902192,0.150674491,1.346546571,0.5,0.5,GAIN_10_TO_25,12,12,0,0,0,12,0,45,"null","null"
5sPqH5ZJuMPbrXzMStp2htub16xvAWpkaNBR4pmgg4wW,EXITED,1,0.1992032273,0.593791853,0.3354765248,0.6,0.4,GAIN_10_TO_25,5,5,0,0,0,5,0,46,"null","null"
7MSmTp1M85kCjbPd59sV6BgLWy5VdF2zxJn9cD37cwni,EXITED,1,0.1959967099,0.3918589015,0.5001716413,0.4615384615,0.5384615385,GAIN_10_TO_25,15,13,1,0.06666666667,1,14,0,47,"null",참고: 일부 토큰은 2025년 1월 이전에 구매되었을 수 있으며, 이는 기대 ROI 계산에서 제외됨
C3n5S51K2YcDVHTboWVGHSfM5MfT9Q4kywLsCm6bcwsc,EXITED,1,0.1958886708,2.383991185,0.08216837046,1,0,GAIN_10_TO_25,2,2,0,0,0,2,0,48,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
FDgdUFGvTDdy9aX8bu6sZo8qLGAzvzQvstotuqCZefbX,EXITED,1,0.1915969999,"null",0,1,0,GAIN_10_TO_25,1,1,0,0,0,1,0,49,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
4ufZfXixDx6NNeMv6uyULc6L5jXML6pznGvuajRfcRAM,ACTIVE,0,0.1834549808,0.6657972085,0.2755418293,0.6891891892,0.3108108108,GAIN_10_TO_25,74,74,0,0,0,72,2,50,"null","null"
DPaBXeNKV9TtS2dHhFudde8uUHVpffRvUSYt5tgtswVe,ACTIVE,0,0.1830411679,0.4647368165,0.3938598394,0.6470588235,0.3529411765,GAIN_10_TO_25,56,51,0,0,5,49,2,51,"null","null"
EkWL8kGxAVZNioN5vgUC3gGz2FL9z5y85ZipjohVRULQ,ACTIVE,0,0.1794867518,0.1337977282,1.341478321,0.380952381,0.619047619,GAIN_10_TO_25,21,21,0,0,1,17,3,52,"null","null"
4rug7Y5HX4omqMQ9vvhqpvbVsgK6YeDXxg9tEaUtYKHB,ACTIVE,0,0.1792850518,0.1780551784,1.00690726,0.3636363636,0.3636363636,GAIN_10_TO_25,12,11,0,0,6,5,1,53,"null","null"
A3uwXmRoQQYFpg6kGhmH3z8v8tpGSyrqLkAXbacbjFYe,EXITED,1,0.1765818875,0.8345869232,0.2115799836,0.7368421053,0.1578947368,GAIN_10_TO_25,21,19,0,0,4,17,0,54,"null","null"
3fstrc6vFPhcrP9Via8an7h9VaoFzJAhb69LRznFuq59,EXITED,1,0.1761568178,0.4818079194,0.3656162772,0.7,0.3,GAIN_10_TO_25,21,20,1,0.04761904762,0,21,0,55,"null",참고: 일부 토큰은 2025년 1월 이전에 구매되었을 수 있으며, 이는 기대 ROI 계산에서 제외됨
7FuPR583aDRdM66vs4LDsrR7tDdCxHkEfjtQrMt6ktXf,EXITED,1,0.175806272,0.684364184,0.2568899369,1,0,GAIN_10_TO_25,10,9,0,0,1,9,0,56,"null","null"
3xWYm3Q3fHjZyy12SLyBGUNyqDyBeKBKqLzZaEFNchSf,ACTIVE,0,0.1730626174,0.4058271324,0.4264441768,0.6509433962,0.3490566038,GAIN_10_TO_25,116,106,0,0,10,106,0,57,"null","null"
723tQFB5g8QSieo9RREsyyYXsnpGdCdwhuaAgU2kKpnD,EXITED,1,0.1692196818,0.3924465151,0.4311917047,0.5897435897,0.4102564103,GAIN_10_TO_25,42,39,3,0.07142857143,0,42,0,58,"null",참고: 일부 토큰은 2025년 1월 이전에 구매되었을 수 있으며, 이는 기대 ROI 계산에서 제외됨
GJZhUbqF8iTkdY9WTaxhYtUTCDSUnFFc11aBmSqKiYn4,ACTIVE,0,0.1581372371,0.3794619751,0.4167406682,0.5653710247,0.4346289753,GAIN_10_TO_25,283,283,0,0,0,283,0,59,"null","null"
6SBDFvBQ6FgDkn9oDUFnugLpyYrwdBDFpciJiLR29QQC,ACTIVE,0,0.1533458156,0.5572617293,0.2751773673,0.7666666667,0.2333333333,GAIN_10_TO_25,30,30,0,0,0,30,0,60,"null","null"
J8CPjgCnaeYfQNMDGAqfVn8Fr3htt72NhjtDLB2JpGN2,ACTIVE,0,0.1516490889,0.4153945089,0.3650724448,0.6129032258,0.3548387097,GAIN_10_TO_25,31,31,0,0,1,30,0,61,"null","null"
51YivXYv946N4JLyAHVHbRu5qeTJFHeXDPuqeypYZZDN,ACTIVE,0,0.1496490724,1.340965366,0.1115980145,0.8888888889,0.1111111111,GAIN_10_TO_25,9,9,0,0,0,9,0,62,"null","null"
AZMhY87WDX2QVD1d7hUoYF9yJWmraexTR1YwTq4ofhBS,EXITED,1,0.1493206963,1.273807955,0.1172238685,1,0,GAIN_10_TO_25,30,30,0,0,0,30,0,63,"null","null"
585TgeA18ZXqyNM9MFHhGejeUrzngexeXmxUvQrpjiLB,EXITED,1,0.1490845433,0.161464907,0.9233247401,0.4666666667,0.5333333333,GAIN_10_TO_25,17,15,0,0,2,15,0,64,"null","null"
J7GvwofTw6VVMEEE6hNhDMXUfoSVNidJxkq6G2aMvRJw,EXITED,1,0.1436334954,0.1650285643,0.8703553594,0.5,0.5,GAIN_10_TO_25,60,60,0,0,0,60,0,65,"null","null"
FDZzbvGPhnVFpxhfwpPNKLyt3Z56Qm54z5cyDUHax72B,EXITED,1,0.142895936,"null",0,1,0,GAIN_10_TO_25,1,1,0,0,0,1,0,66,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
5jMW1hzAKZSYbLvpHf6UviQ8PoSMmdh8LY8ZYPyb94ve,EXITED,1,0.141150974,0.2299545239,0.6138212527,0.4285714286,0.5714285714,GAIN_10_TO_25,16,14,1,0.0625,1,15,0,67,"null",참고: 일부 토큰은 2025년 1월 이전에 구매되었을 수 있으며, 이는 기대 ROI 계산에서 제외됨
55oPT82UPG3gYjDmBS4sbU1JjipiinEb7AwDXPGLZStd,EXITED,1,0.1401959748,0.5061977304,0.2769589162,0.3333333333,0.6666666667,GAIN_10_TO_25,3,3,0,0,0,3,0,68,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
CKUYP3oH2AgBj6exwfD2APptQ5FqUmPVCQMkSz851HAG,ACTIVE,0,0.1386831881,0.3206365171,0.4325246211,0.7222222222,0.2777777778,GAIN_10_TO_25,18,18,0,0,0,18,0,69,"null","null"
GixauWMe5WeYi2km5Nrk9iuZywB76PZA2NMcyjCoSgug,ACTIVE,0,0.1367593482,0.6396350815,0.2138083919,0.5555555556,0.4444444444,GAIN_10_TO_25,11,9,0,0,3,8,0,70,"null","null"
AGa3B8PKfkkRRo1FF37EoEV5saLsLgXE9V3qk4Q9yEdX,ACTIVE,0,0.1355993373,0.4915179708,0.2758786969,0.25,0.75,GAIN_10_TO_25,4,4,0,0,0,4,0,71,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
J7AD3HCqM4QUNSRdzX7W89AFuyNE45sSGS9zcFgrpZaL,EXITED,1,0.1344847704,0.3946811776,0.340742802,0.3333333333,0.6666666667,GAIN_10_TO_25,4,3,0,0,1,3,0,72,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
Rfa9sxdzcorM8hfURtsBNh5M6eWExE6ehSmrXkcD5Cx,EXITED,1,0.1340077599,0.3155755182,0.4246456148,0.75,0.25,GAIN_10_TO_25,12,12,0,0,0,12,0,73,"null","null"
23wUpKYfjEE4wghUrYau1pU1DpYxznGK6F714qPcjYsS,EXITED,1,0.1331931886,0.8317482236,0.1601364269,0.7142857143,0.2857142857,GAIN_10_TO_25,7,7,0,0,0,7,0,74,"null","null"
3ccsCU6L1QEnmfXvWvzYCs8gW8nrzQSE3VCwAJgkR1Pe,EXITED,1,0.1282891933,0.5294927696,0.2422869596,0.6976744186,0.3023255814,GAIN_10_TO_25,86,86,0,0,0,86,0,75,"null","null"
Ua5kDbM4QZWfuTskNRVx5PLcSJYJrPLCpvjw5dqCvBQ,ACTIVE,0,0.1270664123,0.2985387381,0.425627887,0.6111111111,0.3888888889,GAIN_10_TO_25,18,18,0,0,0,18,0,76,"null","null"
5YZjHrJfJsSGai83G1pFrfbZWXm8B1cuqKEFuL3K2x52,EXITED,1,0.1260024044,0.6066389576,0.2077057578,0.6666666667,0.3333333333,GAIN_10_TO_25,12,12,0,0,0,12,0,77,"null","null"
7XX3edtcJjNZihCbBZQxt6UNMEaGCGky1E4xprrZUgkE,ACTIVE,0,0.1250176573,0.4492578729,0.2782759409,0.6153846154,0.3846153846,GAIN_10_TO_25,13,13,0,0,0,12,1,78,"null","null"
AxmxxBQDi4tibKt5LsghsyuABa4mrYb9F61kDvpHLuMP,ACTIVE,0,0.1241314669,0.4009003006,0.3096317631,0.679245283,0.320754717,GAIN_10_TO_25,54,53,0,0,1,51,2,79,"null","null"
5Va4oC1oXLodwAvUw4hzigHrTYLhni7WoGvMjKxaQHKq,ACTIVE,0,0.1212326417,0.3387823349,0.3578481791,0.5882352941,0.3529411765,GAIN_10_TO_25,17,17,0,0,2,15,0,80,"null","null"
6XRLTyDiTFm5T74giN4MJXhMG5sm1sDSPWqqVGquNJG,ACTIVE,0,0.119044181,0.3583610497,0.3321906247,0.5454545455,0.2727272727,GAIN_10_TO_25,16,11,0,0,5,11,0,81,참고: 30% 이상의 토큰에 대해 ROI를 계산할 수 없음,"null"
3nAoRzFUxg2YwD3N8LnXcqeQcf6Z4cHNXk6dHGQAXJea,ACTIVE,0,0.116637665,0.2330977998,0.5003808064,0.5714285714,0.4285714286,GAIN_10_TO_25,11,7,0,0,4,7,0,82,참고: 30% 이상의 토큰에 대해 ROI를 계산할 수 없음,"null"
5diWLfP4CRMKUZYz6D4kAyBNPFoTyT8fD1HhZaGyNGNB,ACTIVE,0,0.1149122658,0.1949139746,0.589553756,0.2,0.8,GAIN_10_TO_25,5,5,0,0,0,5,0,83,"null","null"
AeTv866P9kEXtKmu8yrT6JTiATzTYxmoTCYbhcVoE2Ls,ACTIVE,0,0.1057710178,0.1451035792,0.7289345888,0.4545454545,0.5454545455,GAIN_10_TO_25,11,11,0,0,0,11,0,84,"null","null"
37sVRMbJWvyNhJGBKuEmsAW8bKfYPwLwpsDZc6d3poWV,ACTIVE,0,0.1051911564,0.1406821533,0.7477221095,0.5416666667,0.4166666667,GAIN_10_TO_25,27,24,0,0,5,22,0,85,"null","null"
FpccC3MXE89Ene8NSXq7DULTiVNNiYsf2kUsoX911myB,ACTIVE,0,0.1027390902,0.2264294661,0.4537355143,0.5,0.5,GAIN_10_TO_25,17,14,0,0,3,14,0,86,"null","null"
CXGQ7rkW8C7Tz1AtRJwMVNDSgRRn92FFzPthCDLTvQdm,EXITED,1,0.1024088562,0.2552175568,0.401261016,0.5833333333,0.4166666667,GAIN_10_TO_25,39,36,0,0,3,36,0,87,"null","null"
FGeVD2vanvPKDrkdpyHr5g2moKSoWSDmJDZS1EfpncGG,EXITED,1,0.1023086477,0.179462058,0.5700851137,0.6666666667,0.3333333333,GAIN_10_TO_25,3,3,0,0,0,3,0,88,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
BDnFjtEknjf8EHogK4k8xBau5FVPn26SzHWN7PjviX5n,ACTIVE,0,0.1014372699,0.1836464136,0.5523509439,0.6363636364,0.3636363636,GAIN_10_TO_25,23,22,0,0,1,22,0,89,"null","null"
3RFu96vMQ1stCTZJGeb6cZvsaLCJCgkqhBhc5SRpffWf,ACTIVE,0,0.09989978169,0.2110589359,0.4733264729,0.4980988593,0.4980988593,GAIN_0_TO_10,274,263,0,0,13,246,15,90,"null","null"
62zZVHK55KKnrHbrtB4dWeWfvVLY6ZZuoijvqnF1CjQ7,ACTIVE,0,0.0987439898,0.3675695728,0.2686402714,0.5714285714,0.4285714286,GAIN_0_TO_10,7,7,0,0,0,7,0,91,"null","null"
yEcoqjGtBMNoSM2s4FeGPdCNmXGaF9QEGcGf6QLCfxv,EXITED,1,0.09850460827,0.2424674488,0.406259103,0.8333333333,0.1666666667,GAIN_0_TO_10,8,6,0,0,4,4,0,92,"null","null"
5U8Rvj4yY4kicpdhBoDB8XwfyYP595dF7D1Hda838XH3,EXITED,1,0.09729277885,0.1421623741,0.6843778421,0.5,0.5,GAIN_0_TO_10,23,22,0,0,1,22,0,93,"null","null"
4EfX9eSxUVNiou5u8QnDkA1KLi43TscK5Qgib8edHep4,EXITED,1,0.09663220394,0.6055624484,0.1595743002,0.8,0.2,GAIN_0_TO_10,6,5,0,0,1,5,0,94,"null","null"
753vsBUkjBh3q2Rp7XN1S1RQc7KaWUBEG1tx1Hs2f6Zq,EXITED,1,0.09641101256,0.4611026761,0.2090879485,0.6,0.4,GAIN_0_TO_10,5,5,0,0,0,5,0,95,"null","null"
FSxHsob42Dg4xejP2crqqb3qx35K2niukcBtQLpHPoR3,EXITED,1,0.09634199392,0.1708398329,0.5639316796,0.5,0.5,GAIN_0_TO_10,20,20,0,0,0,20,0,96,"null","null"
3YXMnH28Yz8R46WZnHZg1eNb4Rd8KV2nXrK11TECqvLZ,EXITED,1,0.09577992366,0.1479101259,0.6475548791,0.4166666667,0.5833333333,GAIN_0_TO_10,13,12,0,0,2,9,2,97,"null","null"
EzEzsE5CUGL2fwrVEk7JvNtkjfrGZ4mQZ8EDgti13zKt,EXITED,1,0.0957599028,0.2887991941,0.3315795361,0.2,0.8,GAIN_0_TO_10,5,5,0,0,0,4,1,98,"null","null"
HGxZsyJNByJsSasWm5KfDoWUHxj8N3pJddo74EgAU3h4,EXITED,1,0.09478911402,0.2769842465,0.3422184302,0.52,0.48,GAIN_0_TO_10,75,75,0,0,0,75,0,99,"null","null"
7pkoFDHDxJar7WWuqpmpku9vn3SrUtBWLbsuL4cwpiY8,EXITED,1,0.09477107162,0.3561983041,0.2660626694,0.6835443038,0.3164556962,GAIN_0_TO_10,79,79,0,0,0,11,68,100,"null","null"
2z8FDo65GTuf12ugvyxjZtPfMQNTBTFwPJon11QCDmiW,EXITED,1,0.09383325745,0.4032413036,0.2326975352,0.75,0.25,GAIN_0_TO_10,6,4,0,0,2,4,0,101,참고: 유효한 ROI 토큰 수가 5개 미만임,"null"
AQNcBxbodr2FkHcC8ABQGzidww65mX2Uxowphu3RHFqB,ACTIVE,0,0.09350043444,0.203054995,0.460468527,0.4716981132,0.5283018868,GAIN_0_TO_10,56,53,0,0,4,48,4,102,"null","null"
Cjb3b25a9dBYv5PJqqe8hia6AXmGb1afpaDMDuHRgPKg,EXITED,1,0.09337372585,0.4930832862,0.1893670471,0.6711111111,0.3288888889,GAIN_0_TO_10,225,225,0,0,0,225,0,103,"null","null"
6mpcemiWMyeczbtmB4pCJfbfihEjrb6Y2pGMkttj4kZF,ACTIVE,0,0.09286676857,0.08967482967,1.035594591,0.4285714286,0.5714285714,GAIN_0_TO_10,11,7,0,0,4,5,2,104,참고: 30% 이상의 토큰에 대해 ROI를 계산할 수 없음,"null"
4wAJyMfM3L1jTTE9Vm24Vh2SbxURzNaWRZXaEnLSBJvA,EXITED,1,0.0917163399,0.1611505072,0.5691346649,0.6,0.4,GAIN_0_TO_10,11,10,0,0,4,7,0,105,"null","null"
3UwkpaUqrUrLerDPUDyVECHoWYZhdM5BVDJZTVtBH4K5,EXITED,1,0.09147390156,0.223731461,0.4088557826,0.5714285714,0.4285714286,GAIN_0_TO_10,7,7,0,0,0,7,0,106,"null","null"
HEr7qQxxKLTwJBXuoLo2zKMVeZiXsnSbsCuVQnk3HgFF,EXITED,1,0.09059936939,0.2346053644,0.3861777398,0.5454545455,0.4545454545,GAIN_0_TO_10,11,11,0,0,0,11,0,107,"null","null"
2pL4kqtX9FWC2iWqmmLtA69qWtRC63dmVqErrohiUS7S,ACTIVE,0,0.0905976549,2.002110695,0.04525107184,1,0,GAIN_0_TO_10,9,9,0,0,0,9,0,108,"null","null"
