,Mean,Median,Std Dev,Min,Max,25%,75%,Skewness,Kurtosis,Outliers
EXPECTED_ROI,-0.17947320294435046,-0.1143793201,1.1120473927236545,-0.8822734621,44.46347017,-0.34009502482500004,-0.0004984473594750001,29.101202115972836,1010.5427216398754,33
ROI_STANDARD_DEVIATION,0.5703359383421193,0.2960736679,8.495331108085713,3.241713452e-09,379.338855904,0.09974096968,0.3968363668,36.11275815893289,1397.513822962042,90
SHARPE_RATIO,-1.6478111862444467,-0.37293657785,4.692492441472351,-98.540344227,1.310640668,-0.9223163522,-0.058648147270000006,-8.944506446915941,137.14038988226514,655
WIN_LOSS_RATIO,0.49983740450026165,0.333333,0.9465574408184602,0.0,25.5,0.1,0.625,12.524007054597366,241.3130203008758,175
MAX_TRADE_PROPORTION,0.15410686165419607,0.08355362395499999,0.1931839640064671,0.0001200929318,0.9999917116,0.03384604778,0.14091785037500001,1.8115160317472994,2.2943067123848384,683
