CLUSTER,EXPECTED_ROI,ROI_STANDARD_DEVIATION,SHARPE_RATIO,WIN_LOSS_RATIO,MAX_TRADE_PROPORTION,ROI_RANGE,IQR_ROI,UNIQUE_TOKENS_TRADED
0,-0.19869881955673918,0.37354913586750627,-121.85516318620144,0.2563277743000834,0.154249918461865,2.16804032959044,0.26291188097913054,97.24600889819412
1,1816374021.30213,7706222325.94306,0.23570414600000333,0.2777777778,0.03533781864999998,32694732384.314705,0.1376166204,62.0
