,원본 최소값,원본 최대값,윈저라이징 후 최소값,윈저라이징 후 최대값,원본 평균,원본 표준편차,윈저라이징 후 평균,윈저라이징 후 표준편차
EXPECTED_ROI,-0.8822734621,44.46347017,-0.832317616567,0.30678639575199995,-0.17947320294435046,1.1120473927236545,-0.22243851287493263,0.29538697989113777
ROI_STANDARD_DEVIATION,3.241713452e-09,379.338855904,0.0008221184794250001,1.3424943281699997,0.5703359383421193,8.495331108085713,0.28600570439620393,0.2277724868156509
SHARPE_RATIO,-98.540344227,1.310640668,-20.61864466894,0.5801305072979999,-1.6478111862444467,4.692492441472351,-1.5235781991733424,3.445312470336787
WIN_LOSS_RATIO,0.0,25.5,0.0,3.0,0.49983740450026165,0.9465574408184602,0.45719654735740456,0.5040818142535778
MAX_TRADE_PROPORTION,0.0001200929318,0.9999917116,0.00270082658362,0.784715520797,0.15410686165419607,0.1931839640064671,0.15368622220132316,0.19167068776027402
