SWAPPER,UNIQUE_TOKENS_TRADED,AVERAGE_ROI,EXPECTED_ROI,WALLET_STATUS
2cZjyJvHEpauxCAMhLVkb2vk2qB4jyvkphXxhhBrBRc8,156,-0.1448707607,-0.1448711752,ACTIVE
AcuubkmeQzuL2MELZafxdgtjZ2j5Eiosak4Jz18NY8fe,65,-0.1464355514,-0.1464359134,ACTIVE
7eCFAy74HBghYc7bTxgCNuEmdcyHNdNmd7XFXQZpVNr4,12,-0.1465129954,-0.1465126987,CHURNED
9GdHaZCXDvBjGhbtYNT3ytQTRTtSh23tUk7WeDBh84oj,23,-0.1476359381,-0.1476353588,ACTIVE
5VkMm7KuNmf2s86GFzCckzQoFWL89BD2XxuocABxoqPR,12,-0.1481753915,-0.1481755179,CHURNED
CZHZjX1zSZMbW5wxoKV9NejtX2pty3TiQV5UDheeguMA,22,-0.1493042508,-0.1493033052,ACTIVE
5WTequimrkyi22gaZBvJnj9FFhDET5U2TGc4aMG5JZBD,10,-0.1520218939,-0.1520218939,CHURNED
9DrmReJSVK1zXh8Gq9gYq6XybbfT4n6j3m3rthsTygfL,5,-0.1531433988,-0.1531433988,CHURNED
Fjkg4cCpegd7LuPWfqpMZ2f8XRChwsijKXkaUw1X3NnW,29,-0.1541204767,-0.1541207851,ACTIVE
8jF4D4sYXjQNe1S7JE3c28KXKLixaMwCW71Xf2XomU8E,72,-0.1556022368,-0.1556018446,CHURNED
D29wphJFfLoYSZX56V1PbfmnZCTzQ6voAWD3uHbJt2h4,164,-0.1557447218,-0.1557418735,ACTIVE
F8a2c4rG83YYfQ9ens8hpv9GAWocdRRv8EBDYrh3E6ju,765,-0.1559306095,-0.1559311202,ACTIVE
7XdrbaVX5ZQ9nBCRRw59jghLG8axZhdYL4Gp3QBP9tYM,5,-0.1565407491,-0.1565407491,CHURNED
EGaSgKX1ZR1ZWFHh9Jegeo9YMfaNMEWXwzhvJnmxLxXR,29,-0.1567865285,-0.1567864651,ACTIVE
JASMbHYL5x9eE5GveM2vW1UF8VsCsHuqq1ECSaoTJWeq,6,-0.1572067497,-0.1572068193,CHURNED
4RC4Lbg7DwWp1XNxh5qvcZJSnsyvoqtcD4Quw8DUXc3u,20,-0.157836636,-0.157836636,CHURNED
6qTrYrFfdRUB4DwJ7oW5NGC9KVfdceJNnsd7YQu27e6C,10,-0.157995652,-0.157995652,ACTIVE
CW9gGcRyXi1bhtT6qwRtQjUT6PLFPfWEF3zutjQwqLaz,346,-0.1594538584,-0.1594552756,CHURNED
DUmV8M3SEWzCAiNZ59yXDhQEDHasLzCbWfq9dPRE4zTL,37,-0.1596561424,-0.1596559827,CHURNED
3dRXUyWfdA2sew48UDa5SsBYeCFiEGkN8PQW7SFDPpQV,30,-0.1602720186,-0.1602717404,CHURNED
HksL17Tn9tt4U9DbySiYrG3EMZNgN1fcmqGbAiDR2xZu,16,-0.1612780641,-0.1612780641,CHURNED
CvBysqGKxhXH2q17fKkRhCKLXdQhoHjFgfqhZFkMTWix,51,-0.1613416126,-0.1613420001,CHURNED
EKiYRqB3kdLQ8skryjPB7jctiwmGB8jXa4xrpjwuDr8F,108,-0.1631874326,-0.1631875311,ACTIVE
DjVrxaTZ65FWboKjyC7ReS3qRgJ5FT8mnq43hgKRc88s,142,-0.163434968,-0.1634359356,ACTIVE
JAKLkcA6m3kDdFTVzTGMqVqe9Jv8KqhUuvEhGYDTQc9Z,47,-0.1665201038,-0.1665204615,ACTIVE
8yd7tFMLguEKfiV73Ady4z4DfmaFPA33YbRNgP8SPN9i,6,-0.1667911691,-0.1667916525,CHURNED
6HNqKhzmVjsvspP9bs92iqvPBi7L4GSxSg6JE8VD8rwm,26,-0.1674517531,-0.1674521196,CHURNED
G1Y4CHw3461ZmrpNyMPvcnTUgAk4DHESNeErvRdYFyh,293,-0.1686074432,-0.1686074153,ACTIVE
Es4Wy3UCzz5Mu5MiTYZaCcczbmhsSB58aU7n7gCun8os,66,-0.1691527263,-0.1691531174,CHURNED
Fkgkz81QMm2tgDyHFBayHwhjjwJPRKfse1kzujnkjNAv,17,-0.1693155126,-0.1693157535,CHURNED
522pAVbJihQCgEC7U1qRT7hGUhK8omLi24oZDUat3ztc,104,-0.169727346,-0.1697269063,ACTIVE
6TM66KY7CNAcZi8UonX9XvXhVLQH7eAZxxBeqpMw3PcY,6,-0.1715953949,-0.1715957381,ACTIVE
DsMgELRERCV4xghDsrGJSL4WmJaa2JSfGApUPtYLiVtm,13,-0.1721219049,-0.1721217328,CHURNED
HomkYNPVjTeKdtG6btHBVZYUfSxzfmBiTjjojYmSqpLz,3,-0.1747058587,-0.174705684,CHURNED
4KNNWecXdChbhYqn2D4ptxddo1JmNnJP9iCmuYFkepmp,9,-0.1751888242,-0.175188649,ACTIVE
J4BVpQDYJtcYsifNA4Y7BxzRfc3v9sEspb7dh9Q5EG2M,23,-0.177250659,-0.1772514445,ACTIVE
C7xu7ThP15txKZ6ZgtBEd9M3hKXLaeHvvfeHs45ouN7g,115,-0.1803312604,-0.1803311773,ACTIVE
4W5irjCuLC9f8nGQTpy76HdqNySXWDVivGqAfLTHPAVM,18,-0.1806425472,-0.1806431644,ACTIVE
9DTrKnZrFuMzNpXwSfgEDZnjdF2ekS7FUFfvxFHpnWxE,7,-0.1809879088,-0.1809877601,ACTIVE
BakBoA76FVbWvcR3qjGYiz3qGPUKUjYojizP5beJhvYQ,162,-0.1811846799,-0.1811841948,ACTIVE
6wuT66QfStPbs5earvhJnX95KENsY4ufvCbhPaB3jtt6,85,-0.1826450451,-0.1826449975,ACTIVE
5kMZq8s4UEeVw46zG2LmCaegKJjEZTofH85tqYZuDk9c,99,-0.1831967979,-0.1831966147,ACTIVE
5hG55eAgBzpfE9XT2CcZRWSDVnMW5rXgsp53fChQhpDp,10,-0.1837756018,-0.1837756018,CHURNED
GSM6WxkYSyGRucXV3NVt2LsMiwKfBeYjCBqe2U3UxvSJ,12,-0.1841941546,-0.18419394,ACTIVE
7vpfBHi8sHJQarDJci3ViSrgnHDhhwhZKDRyfrsmLsLV,157,-0.1842442721,-0.1842441503,ACTIVE
6MvoQUaxuPHAHMUuCbFrEXRfk9ydKckgUafWG294SZmq,15,-0.1874891157,-0.1874892861,ACTIVE
GudaSZMnJSkc6HYHbzovYaKfUqxGtkY1mDwDYLscHRD4,20,-0.188957363,-0.188957363,ACTIVE
773cBnGM7t8eAWeX1JUAGVFzPNbrQywVejc3SaHE5WZR,14,-0.1902688558,-0.1902685506,CHURNED
8tLQ3VKZgDU2urvXbqKsXh2zBamwRwa8i8BVxRdFuDRn,7,-0.1905795015,-0.190579311,CHURNED
E6ogiNnD8pezhagizXH9P25h3PMqRg9X2gf1mVAxKE1D,32,-0.1928434379,-0.1928434379,ACTIVE
HVxyb45Ua96WERS9A8Vu39bbWmi6SMzM2mcAcHkUh9Wa,33,-0.1941192192,-0.1941190251,CHURNED
63NxTvA7govQfKFGAszhfsURkrPv1g8UUQ6xaoCTTJDH,84,-0.1952299511,-0.1952300511,ACTIVE
5V5tq26yTckAGVYqinQku2N4UymMXyEj6dvn6hHWmCv3,157,-0.1958956758,-0.1958970563,CHURNED
DgP22i3gmu9ZJdEWin1WFJbJcMyixY64U9Xz5cK9bHiM,7,-0.1988760601,-0.1988758612,ACTIVE
CTMore8Rp25SN7oDWLtbPpQvUhg8vHv1rhgayp8bjfsp,89,-0.19983188,-0.1998322189,CHURNED
3V43pLqZKHNwdhMzFKqtA4ni2qmAkfuPHB7SVt8FJajA,26,-0.1999322297,-0.1999329043,ACTIVE
98j4J1Ybnj8YAgTWJ59zXQ9KT2HUvy6RC8FJyc2JuL97,17,-0.2003723057,-0.2003725926,CHURNED
7iGU2ZhjTFWmGrp876WDGkjwkViu57pBLTHVTek9Q1wU,3,-0.2004959735,-0.200495773,CHURNED
4iJiMw96ANrV9vZeyhCrZVh1o3H4UYK1qVVayiw5j2Dr,5,-0.2029136506,-0.2029136506,CHURNED
DybFyM8YScLAHvXzG6ahfashyggPQEQjEKDQsv9ea4AJ,12,-0.2047542775,-0.2047554131,CHURNED
DYAWCRaDLDNzrhgRghCt8PY2ADJaxgFhBWGER735BH2W,78,-0.2062415896,-0.2062430612,CHURNED
4aSAwGRYKPwgQAV8HbhtT5Z76bg4huYCfrAB1Uq28yUb,51,-0.206974333,-0.2069736165,CHURNED
DyiUz9ZVd7vmYi9bsfGkNNMrcuDYbBvsuRuirdTmetgm,127,-0.2077317333,-0.2077315713,CHURNED
Akw58c5597sTCeDL7dAUv37u6WZJZ3vMefMnNpv955tN,23,-0.2081801308,-0.2081801381,ACTIVE
A8CRS2Hi6CLf6PhdKEzXfLYyMKJvJBx3hoeYhb1pgRdR,3,-0.2082160125,-0.2082158043,CHURNED
6yCR1BDXmdcmEcG7HgPZL6ZjiDWWFTbBiiayYmkN55GY,7,-0.2096061906,-0.209605981,CHURNED
E4Jkp8tXCDwt5MXndy6SGagGwAh2jAQY2w4mvmfWAANL,15,-0.2099025349,-0.2099030614,ACTIVE
En9ATgzwNKoPfGH9z6oVb35N2Do4rUwxn17Zdm5GTpKt,58,-0.2101438774,-0.2101443173,ACTIVE
8wHRKDNzNNxwYhzpqNmwQMiEYcVL64Bncym1R2kFDn59,9,-0.2112341317,-0.2112339205,ACTIVE
BxSenYjdHjCYSPoFrrFYTWUA1MqEgMKYwSjGxdo8YySZ,19,-0.2115226776,-0.2115219846,CHURNED
9JzfG9MP48bMES5PCNy1QqryYNYovUwCtsGHsAzQpPjh,6,-0.213496911,-0.213497338,ACTIVE
Ap5aWXiFpGLFphn7AHP2JA5gDpZgCcWCc3MZuKQzxv6C,12,-0.2139661822,-0.2139653498,CHURNED
B1TS2QPu9RAVSBM3g41ScANoZYEPPt9w38oU2XFajNJn,8,-0.2147316481,-0.2147316481,CHURNED
2vNkhGPMFkcMN68xN7jHCYtqztHWHp7wKccejDfUEA6X,9,-0.215507059,-0.2155068435,CHURNED
CRyEaQXU7Ex5byBz5ibaZy9E1PvYzJNLwH665QKtm5j5,164,-0.2167709884,-0.2167686101,ACTIVE
7oK5Crbk1TGw4x4TWqXi79kRri6VkAW1xSsWCGHcxhHX,6,-0.217644964,-0.2176448835,CHURNED
AYmfTKhgC6Af2t3jRNvg2VnKrVXtzPVZD5z3Voqruf5i,29,-0.2182557881,-0.2182554318,CHURNED
4HQpvn1vXez6MXCj5cLyNa34AGzxnoUYecrzqwk2YgK6,5,-0.2182884197,-0.2182884197,CHURNED
659cemWhXW5MvU9NtWPohNsz5ozaczHCxfyKU1WTsumK,12,-0.2183068049,-0.2183059829,CHURNED
AVsrtYXkMdkZi44QXDKUHg9p1BWqpMbK8m6hGZgQLUMU,7,-0.2186532116,-0.218652993,CHURNED
FgR6PJLjdg5etDwTieBxQPMik569Z5hRbjoY9JrkqaHP,79,-0.2186839703,-0.2186855147,ACTIVE
42cnEyQqxjfsiHsWtKC9xNgaAMH3jReyWoVVxWQVqEGh,14,-0.2194361023,-0.2194358761,CHURNED
5C86MgeMAhNzo9vh8QmyR5Ymc9axPPPBGmngd4rc31yf,6,-0.2217492307,-0.2217496556,CHURNED
6aH6dUZDDL7HeBVuvuDb1A3woGTM6kFrsknFqbVc3owB,25,-0.2233164299,-0.2233164299,CHURNED
AujqsWRn7XiA2eq1BHcMpRRyKVsmC3CQpBkKwUkuudWo,34,-0.2236231811,-0.2236225856,CHURNED
GDJVLnBQwS9Yxzfw5nBEvoZqFAsxWPDBdpiUvyN8z5eG,7,-0.2240555562,-0.2240553322,CHURNED
24tUvFXmHDWkfBuwaPaNd2yP4vjg72uHcVCM3RgWQfuQ,24,-0.2270448847,-0.2270453397,CHURNED
CHL9uT2gNnBCCzc6x3Z4QHxH1zBFRjFFbszJga1ZHKrw,9,-0.2294105606,-0.2294103312,CHURNED
3Gb8Ghda8GTWnqrXbCodG9ABrVJC3Dr5W8Lyeivwyvoz,4,-0.231564984,-0.231564984,CHURNED
BnUWZyXfKT5f9x2cw2dHXq74XLCEgYsLHoeL14QSm4hh,21,-0.2320042478,-0.2320040158,ACTIVE
HVUqyYTfLQJ6c3MXW7PuRXBoyTdWUkKkv7HuNqZof272,5,-0.2322679922,-0.2322679922,ACTIVE
8jttNG87MJm2T9dF9QXPBysu3SBYSW4GpxqW4qfm4HoF,8,-0.2340447352,-0.2340447352,CHURNED
DzWufdP7qFnR5h6EGKqzEzbJKpZFMWsxb8DAcTNjD7qR,21,-0.2350068214,-0.2350065864,CHURNED
7zibwwQy3XAUYob3j5wtt3jXvNbhQczcSc9qWNpMHDYq,13,-0.2359773214,-0.2359770855,ACTIVE
9HySPcux6h2x2xNArSq4M5FQztnZmLnddKnjizH6fKvm,14,-0.2370638353,-0.2370646968,CHURNED
3AnjgCm4qwXoy18QbJPQZXEnxyWkZx4ymT3TkkL7H62F,10,-0.2374153842,-0.2374153842,CHURNED
7KM7C7J11SQndmSbksidUMRP2DqMPD1daAV4NBeztfXq,42,-0.237907263,-0.2379082702,ACTIVE
73DX2ThBxMwAyAyZ2eXe66a3QF8nRGGPBt1APYNiSEeA,15,-0.2380374811,-0.2380368842,ACTIVE
3P7P2JRC2ahu3G7XiLdNtoQKSgGcBS2jf32L7bfz8sgX,20,-0.2388467053,-0.2388467053,CHURNED
6ytA1HXcTxnrpqRMWT8jt8NtftQTCfM2H1CgEYLK8bBc,18,-0.2414858948,-0.2414861251,CHURNED
4Dwg8C7gWX8yLWhVk8LfzPf2CgBy5dQ3j8TPshxUM33R,178,-0.2429479046,-0.242948699,ACTIVE
3je1CXj6SHyFGWKeGxdWfuNofgh8Xf4VSeJ7YdvjjG1Y,37,-0.24379766,-0.2437974162,ACTIVE
mRCFu3GrYe2bwHduVQ84ZAs6TEjBFP5GLHzXPyJZywZ,243,-0.2444301236,-0.2444313671,CHURNED
HjLXMKRb22AcvCGqnvFVbUKSh3ZaVP13Ud91DmPrseNX,11,-0.2449180093,-0.2449177643,CHURNED
2sQT2pxnCcutZzK7pRHhrU5LHtEXgqeUzd6TozzohWni,31,-0.2454179667,-0.2454174758,ACTIVE
4TENgzAog5v3DCCSyCKbpsFFyaGc88XNfLqcMfckD1Gi,126,-0.2465899739,-0.2465911374,ACTIVE
upQCPT6Hmgj7VDKQuTHP6fp3zqyQSfG4Duk72kpLyH6,80,-0.2467089171,-0.2467089171,ACTIVE
CZx7VwSWXKwTUawzXdVb5pG3irV1udxXDA5yPwD6Cn1r,51,-0.2480314741,-0.2480323226,CHURNED
8juAmhSUKyGEn6PtVWm558q2ZEQx6KFTKTpt3m8kx6SE,2,-0.2489908815,-0.2489908815,CHURNED
Bt3ugpcxisuiWx3uDp9k8BL8vN64eptxRrzMT33nmRrZ,42,-0.2496150882,-0.2496153878,CHURNED
26SYDrkQx3HQ34A72ZBawWuzfxujRTk1s1aCdUoY8MuH,12,-0.2500134547,-0.2500131483,CHURNED
2KBhHFrNgq46St9FFB3U26AfJmjL6NtNtkhQV5JKM14x,129,-0.2516337166,-0.2516335613,ACTIVE
GwaUiG6GSqR8u9gWFmCTsZJ4C1FDP38ZEDvapYumEtAg,69,-0.2528502092,-0.2528501309,ACTIVE
JDe1SyTCaMyohF5przsvQs5C8juoJC7P52NThX7tgw5E,58,-0.2530586993,-0.2530593488,ACTIVE
F4GMekAYuv7LBMbupMCMBezCsfrt3QF6sEVRNtBhfhv3,16,-0.2549419804,-0.2549419804,ACTIVE
FkThJZWctVwyx62mm6KY5Gyy1YcgNMESJYvSHJ9PA817,8,-0.2598570895,-0.2598570895,ACTIVE
EC3xf4PzqMUpbzpN7HSJb2mqnFK9tC71ax8h2U1ZAFZw,42,-0.260948695,-0.2609488961,CHURNED
BqiuDRfBi4CuXsrpXwSU79sMudThdUiNLYJbbniKk6op,12,-0.2613373831,-0.2613375916,CHURNED
4JAWBv5GMyKXBcSRHnyBaKKSu8ZxaL3E7sbXodNY85gc,4,-0.2620002797,-0.2620002797,CHURNED
9hs4fmtUWAotr87gtixFf3kAwZpL6yr7pmDRM5sWfZbS,24,-0.2621463583,-0.26214656,CHURNED
6xNcHt3q28GCuYNkRuJDM3mReqAhbr67cBw5j8bLmLnr,291,-0.2630903566,-0.2630919973,ACTIVE
78iX6Cf5hhXfNEfirbXeSieyU33SzPms4MfepgvPRTh7,33,-0.2637473009,-0.2637470371,CHURNED
G9aNvBamMpQebACR255y5w4TZuVn9jnnWnYhXXs6hJUN,8,-0.2646224561,-0.2646224561,CHURNED
8G6nEswyDfyeUX7aLs9Pb2pdjCDUtW39pr4nJPZ6e7tf,38,-0.2646646317,-0.2646640305,CHURNED
Bf25Yn16i1DLBUgs63M7sU3a84pHXVK5QQbgXCYCYZYb,8,-0.266412067,-0.266412067,ACTIVE
7PAibCHmRtdS9amGuxhGz4dtNALmN9hQiH1TjpZnALtE,68,-0.2669045967,-0.2669047589,CHURNED
5jxxYgz5WGGcBud43Jq7R8bubQubkiSnQCujg9udsgJg,3,-0.2695679467,-0.2695676771,CHURNED
VrAZ5xtmYuuoaFtSrNEUzRk4zmuDUdEpLc11JjzaVJL,10,-0.2698769964,-0.2698769964,ACTIVE
BuhhRuQ5qBdjy61ynYqyuZ7UH5hiAoWeZJGYCVLSGGDZ,196,-0.2711872266,-0.2711882028,ACTIVE
GkUbCgC5B2b9RRKrHYax9BWCjVoq3n7ZAyzjp9GZ2QZo,27,-0.2719231312,-0.2719228593,ACTIVE
GdTXktf3hM7RAAbeEyJV1vscVW66YwBR3eFYP3usMtxB,24,-0.274653848,-0.2746538429,CHURNED
Hkwq79cqBW8LBvXGxb9sE2LGcQqpgGzkgNLtZBC2Gbpd,1,-0.2765883788,-0.2765883788,ACTIVE
5d4E3FZj6gCoMLjcvD5eynEeJWHUQvCArrJdJLqDpiEH,19,-0.2791991534,-0.2791987206,ACTIVE
B4m9Vv9wrka2rZoAZtZ8v8n3jy3x4GkoQKpfy4cVGk81,150,-0.2798414749,-0.279841907,ACTIVE
otkd1pXMypiXoPPhTijJHZiQwF2hPiiFEt299PQr2nK,19,-0.2799191743,-0.2799196501,ACTIVE
HF5TMGZdmVn14dTFpD36awrJE2kMC4BiAj46Ja1ESiqN,9,-0.281490252,-0.2814899705,CHURNED
2fivJGsqLrFNaKKeRvKT7ku694jTM4VTEXyWsyqhyjWn,16,-0.2836594208,-0.2836594208,CHURNED
B9eP9zZHgPUPi1siV17ptbFPKZLv93fKKZRSRSz3Cqam,3,-0.2851178332,-0.2851179999,CHURNED
EcDLsow83ac6CNfjQfEyHWW6Ain1HXtFwZB6zcLRwVx,158,-0.2861852721,-0.2861849123,ACTIVE
FeuosSe6qNvRbBzEjGMkGRUatBGVP3KcukyJgdsmUukJ,68,-0.286305028,-0.2863044949,CHURNED
4UhEMFynTRH5e97bohtDcRQMWc9Yh4UbNf5SEPtNAZ5V,10,-0.2890401779,-0.2890401779,CHURNED
E5uw2JmqmLxStewQ3hayavLbPHV97NGoNER92dS7KrkL,20,-0.2947639759,-0.2947639759,CHURNED
J828XrKnLzWYdALwJ9acuQTq5PpQXAE2rRoJakPQx5vN,14,-0.2967964097,-0.2967964288,ACTIVE
HRFPYozADqex8xrnwB8gfBBe7wDePnSiG1yTD9xtjDHT,12,-0.2981967323,-0.2981961184,CHURNED
5ab4KoN2L5ECPWk67myTK9V3UjHbiwKzYHdMhVqVnuNY,11,-0.303894998,-0.3038946942,CHURNED
A6yQthq2xkfGc7SWvgwPfRkb85F6jmJezr9a4YMpJBtz,32,-0.3063238594,-0.3063238594,ACTIVE
5WVf8JRPvoLX7eRNYPLH63vG2ELwBx6sSakkAZFqiBHq,2,-0.3064558887,-0.3064558887,CHURNED
5PoDixRStzNnaXdB9UcZsnmTy9qFRfJxDbrcQQg77rfJ,10,-0.3088517917,-0.3088517917,CHURNED
E2h6bzTNKLzSgD9djaUvYFhJoGv8bo3AMQL1qgxn2GBs,69,-0.3096497145,-0.3096510138,CHURNED
HXsZ2Bmd39Sxup2f81fxervfMyT8mdV9fYGJYSzarJJS,14,-0.3100485144,-0.310048463,CHURNED
Bdp8SeviqoicQENFx1xHVLFkHiyTU6aZ954WvMmHLtZV,8,-0.3111794882,-0.3111794882,CHURNED
ap8PANAP7fzfCpnv8WzoMHA1L5Ymd9VDPD44k6aFoe3,30,-0.3112805184,-0.3112804908,CHURNED
C5PQBjNnJfySvtqEKHAz37ErnEiVsWo4f6KjRsSeAskF,7,-0.312186105,-0.3121857928,CHURNED
FKYU3CQUG257bDSMvajCYaLdhpCkXoPEBTa7tVm2274K,9,-0.3126632592,-0.3126629466,ACTIVE
ENRii6pfrmQvT1Vf3Rn393sntsz48etFDr45hpn8TZKx,80,-0.3146990838,-0.3146990838,ACTIVE
7SpKxt1J6a28c4MvXgYxHmNpNymhw1h26GbsAR5DMaxW,5,-0.3147638667,-0.3147638667,CHURNED
26cBa4KB6Y8hq6DfcBadTp3a3saXvTvLdnd8sMweT6jy,1,-0.3160080145,-0.3160080145,CHURNED
DV6PyMWtWt4T6W8SUR6p9CHGZR9pSFPHuSnAfPbpw2mu,14,-0.3176759384,-0.3176770908,ACTIVE
CyfDNP3tqVBNoQGXQ7udLigRMndn9b2HTM5HkqZQPNeZ,5,-0.3181395822,-0.3181395822,ACTIVE
BFXNH8XKHjePnEYRwkZY6fPwfbi6GRTxNoHMQjqEDm5B,8,-0.3191240272,-0.3191240272,CHURNED
H8gMia2DGcs2Cwt2K5vMJo4ijWauootX8NynJYzh7hiC,22,-0.3200466648,-0.3200484203,CHURNED
AvYqctEvEA9RT4xzQK5ERNaBwFyFJVE4rP496gHgFWe6,105,-0.3219347606,-0.3219350592,ACTIVE
6nDhR8z7SQ7djoELKGz1kXzYBfMfWc6cDXa2HDbkmG2g,45,-0.323123852,-0.3231240373,ACTIVE
9DW9cFeN6haaf42FjG9BThBydkDZZzHmRkqfmxiRzR5Z,63,-0.3241903516,-0.3241900274,ACTIVE
GoarWhysyToxi1ptwX4ZNUw23Kt8e9ybfBY6RwegTAUG,13,-0.3258785706,-0.3258782447,ACTIVE
GquaL5vZpjTxyjB7KE9m4JG9iqR5hQnj1woTwh6D5jUD,88,-0.3259195924,-0.3259196857,ACTIVE
Dx5z5xUF764mwE61h42RW4JHhPANbk6CmB8jDED5DNXe,12,-0.3299750117,-0.3299749237,CHURNED
EWg58mhjYwnMbyYsYs4WkDzJRSs2BHauSkW2ew4nszNW,11,-0.3318095241,-0.3318091923,CHURNED
4qRFum65L3XF5YBd8WxcipjgiZFNUxLFwVwLgthiWE7F,49,-0.3321622236,-0.3321616735,CHURNED
FkXqGgkruNEr5TqQvf5Lv68U98arqeh5qfrgwQaPeYGJ,15,-0.3342521388,-0.3342520409,ACTIVE
7NMtxyvTgT8L69gpHVH1juVearrHEKnv4AZPfjdVZ6N4,16,-0.3372709639,-0.3372709639,ACTIVE
5321jQfV3Jq84FdgPtSgLhzXzaDYbuvM6sqs4APtyjgu,13,-0.3393571122,-0.3393567728,CHURNED
B6CRAF1VB1cqCwxoG8DzZMdXCvp1Ereq5GqirUESKiPB,38,-0.340275283,-0.3402748849,ACTIVE
8PQaL9MvWt3FLHFy7xnkCK8UNXkagy6SCYaFshWmsNu6,8,-0.3419339434,-0.3419339434,ACTIVE
HQeCip7HaVDppBXnDFJM8AvYGxWtSf1WgouAqi7FnwSV,27,-0.3458705283,-0.3458701824,ACTIVE
5bgy6qxyTNxVFthFm2N4P1tVXnKdRzpqEkbmb4x8Y3Gr,38,-0.3495488205,-0.3495488838,CHURNED
4tSXLwhq6CvHZApo3o82n2rf8ZNm8ANr41cRip29opZE,30,-0.3500499853,-0.350049776,CHURNED
Ekj7Xa3wNL9k2U3DksiApRNo3P4Aqf54p13XGTmhc9Qa,14,-0.3500625886,-0.3500637886,ACTIVE
J5oxUxm12rsp5AEhTdsmMQTWgVmgzhAcY1BafguzoizZ,16,-0.3515309167,-0.3515309167,CHURNED
A5pqXCvYsVF4BkgKsYKHWmjyVjUuUpdqa9drxHGj4ch4,19,-0.352431531,-0.3524320736,ACTIVE
EBWHeQZY7FW4Ao264VcgkSDMJj4MFPpXHJ9dH6wMzhHi,6,-0.3550346008,-0.3550345476,CHURNED
HvvhmvEf1TBSutoaaLeNpBbPjkVtJWryFHPvgrKY8UPK,95,-0.3629177967,-0.362918631,ACTIVE
ETXZVk7wzwiSKhNRpishSszHcxdPYGKBZPpnffuSyaen,153,-0.3634060149,-0.3634057387,ACTIVE
3XJTDmSxFkDt8yVtd2utZ4zCGgAEAALf7XqnDwpKaFmQ,22,-0.3663842507,-0.3663804966,CHURNED
HeeWBpKMrMaK3uMMUsgKoSHhbNxsm5HNCZ2M9i5efM9k,13,-0.3665808483,-0.3665804818,CHURNED
EnKC1ewYxR5gbCx9Ng1KfxTjG4wjq8fj2QBmha8XeNhm,34,-0.367049091,-0.3670501831,ACTIVE
8765iYpzqo2gSL2eHrvkAo9zhrV7BT2MyYkHNJPaReGw,10,-0.3674622857,-0.3674622857,CHURNED
qypVUinqZaCdtD1fwjGKGeVBmfBiwg1Lkgrg77kB9XW,20,-0.3713304963,-0.3713304963,ACTIVE
ErRXDmamC3cUTNnseiX9vfwseQMkyh5WUGZQjgJpB6Af,4,-0.3744930726,-0.3744930726,CHURNED
4PqWbiUAFS2QDWvcphZFNK1fGxffWSfiWpq78PLRpf6k,4,-0.3753363412,-0.3753363412,CHURNED
JAeAoQbrn5hza38B2tvyjZj1bLt4ufX4BB9c6U7LXd2P,9,-0.3839655107,-0.3839651267,CHURNED
9UQ8MYsmnL5EdAZwmiY9CgMwMUhytQZkvvm39ygzAv1M,7,-0.3870504545,-0.3870500675,CHURNED
7xB2xobYhYgMJFgxVE6UPtND1AJeZGCQRdUNz9xoZ8de,8,-0.3899029899,-0.3899029899,CHURNED
BENhVFSuPb9p7gdtGzzuvgKVGssFEsijF2JJrCN7qCSc,22,-0.3921240228,-0.392125159,ACTIVE
8KaHTTN97QC3nusZmEAjC264w1fLsuCRTPnyMjnco81t,23,-0.3989333218,-0.3989351256,CHURNED
3ZYWJiGPWuFFVJvKzHTPW1F2NAcN8YWyfRV4pibg6HDu,11,-0.4001939965,-0.4001935963,CHURNED
DcsLShVqHhMhgBSfuxApAdbEEbXoKQpyFEhpCVj4GXEV,5,-0.4028712134,-0.4028712134,CHURNED
EkhYynEJdqypXkCEAyseLaGsemwp8kCo66pHRtR5Ru52,32,-0.4070723976,-0.4070723976,ACTIVE
6jHP1AhpqktiJCk3dMQqVCbyR7HRkKVhxBLx7g9SB9HG,5,-0.4095946,-0.4095946,CHURNED
s1NP5xjKx4bLLkDKDdFdYZPXZrzDcbgbeVKuY1KVmQX,18,-0.4123950592,-0.4123951933,CHURNED
AYBruNKqUo8tWJT4ueLQVFP1XV7kf92hByTbeKS7CtSU,6,-0.4129037066,-0.4129042853,CHURNED
NCix5RcaueHZdWb5WrfcWAd5qEUXnt2VYdsLVGs81VF,25,-0.4150929223,-0.4150929223,CHURNED
83vDE8JuzY4p2ESnWUDrnwx3rfg8Z36YvvMn2yu2Xacx,12,-0.423643355,-0.4236428182,ACTIVE
4TdZ63twq1iAFs734kpFKMQiP6Lmh92jmx72m39QQ9pQ,5,-0.4245521269,-0.4245521269,ACTIVE
A7wu8QbvJQB24sg9Ybp7tmhhSjCbyEiPtWRhb23VNByY,16,-0.4275168695,-0.4275168695,CHURNED
5Ya9wwMygtJjJyc3JBjTFwHPGRMrXeWSEn3aRGNhiEr2,21,-0.4328614742,-0.4328610414,CHURNED
AwMGcxcYtD1yWRETb8Mgr51VKZucVj3LRneGnoHgXjoq,20,-0.4367182134,-0.4367182134,ACTIVE
7sWiS7ns8aaKH66ogH6etynmk3LW8vGrLUPE3yXBkGMr,9,-0.4415015912,-0.4415011497,CHURNED
