MIN_PNL,MAX_PNL,AVG_PNL,MEDIAN_PNL,STDDEV_PNL,PNL_P10,PNL_P25,PNL_P75,PNL_P90,MIN_TOKENS,MAX_TOKENS,AVG_TOKENS,MEDIAN_TOKENS,STDDEV_TOKENS,TOKENS_P10,TOKENS_P25,TOKENS_P75,TOKENS_P90
-6571.517218804,331.142623857,-2.793853587,-0.194550309,85.520305621,-3.34566612,-0.9488742935,-2.4e-8,1.10906272,1,30191,34.761741,10,374.464751351,1,3,27,56
﻿
