IS_CHURNED,WALLET_COUNT,AVG_LOSS_RATIO,MEDIAN_LOSS_RATIO,AVG_WIN_RATE,MEDIAN_WIN_RATE,AVG_TOTAL_PNL,MEDIAN_TOTAL_PNL,AVG_UNIQUE_TOKENS,MEDIAN_UNIQUE_TOKENS
false,5494,0.751963706407,0.785714,0.244459970513,0.2,-1.540331315,-0.0519104415,24.904987,10
true,4506,0.732145926099,0.780869,0.264364859521,0.214286,-1.345784076,-0.149043714,15.884154,8
﻿
